,published_at,video_id,title,description,relevance
38,2018-06-25T08:22:19.000Z,j39MS7sGNSc,"""Grab The Mouse"" Shimeji's Funniest Moments","We were just hanging out and up really late, messing around with the Shimeji's and the most funniest of things happened in this video! LMFAO We thought of ...",0
39,2010-09-14T07:08:59.000Z,duw67qqefAI,Mac OSX Tutorial: Screen Capturing With Grab,http://www.smartertutorials.com Grab is an application that allows you to take pictures of your computer's screen. It comes free with Apple Macintosh Computers ...,0
40,2008-12-01T20:03:31.000Z,uJr3UaAQOVE,AC/DC-Smash n' Grab+Lyrics,"aus dem aktuellen ""Black Ice"" Album!!! *lyrics* Come on and blow your mind Oh, youre out of time Ooh, beat your chest Join in like all the rest Ooh, shoveem ...",0
41,2017-11-08T09:52:49.000Z,t-kB00qMBrI,Delivery Boy Job - GRAB Rider - Video Job Description,"To Apply, give a Missed Call on 08039118134. (Please add Zero before the number) OR use the Application Links below: Mumbai: https://goo.gl/UEQQdN ...",1
42,2017-02-14T22:00:02.000Z,Eca1peC7OHc,Grab that Grotto 5,"You know wherever you find love, it feels like Christmas Editor: Holy Mackerel The Third https://www.youtube.com/channel/UCWQfOwdO0OfuKTb6p4-P1Ag ...",0
43,2016-10-08T04:00:33.000Z,S9YxXJBvYS4,"DONALD TRUMP: ""GRAB HER BY THE P***Y"" VIDEO!!",hope you enjoyed the video! Go to this link for your very own Donald Trump toilet paper!! http://amzn.to/2xgFJeU.,0
44,2016-08-10T06:51:23.000Z,CEC91RUooEU,"Use Grab Bali, Not Taxis | Cheapest Airport Transfer, Better Than Uber, Private Driver","If you're looking for the best and cheapest way to travel in style during your stay on Bali, look no further than your phone and the app Grab. I've been a huge fan ...",1
45,2018-06-25T02:15:56.000Z,xigOH0mZPbg,Cops Intensify Probe On Grab Driver Murder,"Police are intensifying a probe into the murder of a 27-year-old Grab driver, who was found in his vehicle with strangulation marks on his neck, at a parking lot in ...",1
46,2018-05-23T13:15:24.000Z,qYCGroZxJtU,PJ Masks Romeo's Grab Attack Steals Lunch Money,Just Play sent us the new PJ Masks Romeo's Lab playset to test. In our PJ Masks episodes today Romeo starts using the PJ Masks Lab Grab to steal all kinds of ...,0
47,2017-02-15T20:43:33.000Z,gPHs1L7AuQk,Jowst - Grab The Moment (Official Audio) Norway 2017,"JOWST will be compete in the Grand Final of the Melodi Grand Prix 2017, Norway. All songs in competion (Running Order) - Ammunition – Wrecking crew ...",0
48,2015-06-20T19:58:17.000Z,FHm5H3OfvPM,Mall Grab - Feel U,Collect-Call   – CC-001 http://collect-call.bandcamp.com/album/feel-u-ep-cc-001 http://www.discogs.com/Mall-Grab-Feel-U/release/7012546.,0
49,2016-06-09T12:19:36.000Z,SiFXcwfacaI,how to defend leg grab in fight,"how to defend leg grab in fight Subscribe for more videos, click here: https://www.youtube.com/user/138mws Why not become a long distance student and be ...",0
50,2011-02-24T01:18:52.000Z,npkBw-Ffuzg,"Smash, Grab, Smash","The two tribes swim, grab keys and smash tiles to win immunity and fishing gear.",0
51,2018-06-27T14:13:37.000Z,XFUSdzGkdOM,"Pitiful for a small baby monkey Ollie, Why kidnapper grab Ollie like this? Don't do like this on it!","Pitiful for a small baby monkey Ollie, Why kidnapper grab Ollie like this? Don't do like this on it! Pitiful baby monkey, Why kidnapper do like this on small baby ...",0
52,2015-03-10T21:00:00.000Z,LxlmbI-V0Og,Nerd³ FW - Grab Them By The Eyes,Sign Fightin'! Game Link: http://terrycavanaghgames.com/grabthembytheeyes/ End theme by the incredible Dan Bull: http://www.youtube.com/user/douglby All ...,0
53,2017-07-03T15:00:08.000Z,UHO1Cvqp-Fo,DOES THIS ARM LOOK NORMAL TO YOU? | Grab The Bottle,Also that baby's got a serious drinking problem... Subscribe Today! ▻ http://bit.ly/Markiplier Grab The Bottle ...,0
54,2018-06-26T12:14:18.000Z,xxyOSbeeJr8,"Grab's passenger wait time solution? Add more cars on the road, says Cu",Video and editing by RYAN LEAGOGO/INQUIRER.net.,1
55,2014-06-03T12:38:33.000Z,fymn_pdIXW8,Kafka Band - Grab/Hrob/The Grave,Lyrics: Franz Kafka (Das Schloss -- The Castle / Zámek) Music: Kafka Band Album: Das Schloss http://www.supraphonline.cz/album/62443-das-schloss ...,0
56,2007-01-23T05:18:02.000Z,lhfjzmPrJ-g,Tupac -Grab The Mic,Old school Hip-Hop themed song & video featuring Rakim and Tupac. By Praylu Productions.,0
57,2014-08-25T19:31:44.000Z,_eEMDfUwS3o,Smash and Grab,A bumper short for Adult Swim by Marc M. www.SickAnimation.com.,0
58,2016-09-13T09:43:55.000Z,ci5TTUjJ22U,Mall Grab - I Just Wanna - Hot Haus Recs,Available now from UTTU Bandcamp: https://unknowntotheunknown.bandcamp.com/album/i-just-wanna.,0
59,2016-07-28T18:04:26.000Z,MWoPYICAbw4,Mall Grab Boiler Room Paris DJ set,Australian sample-house champion Mall Grab makes his debut on our screens in Paris. ▻ Subscribe to our YT channel: http://blrrm.tv/YT.,0
60,2017-11-21T20:40:41.000Z,kUi-SeLiO9c,Chicken Grab,Get the whole party into the holiday spirit when you cater with Chick-fil-A.,0
61,2017-05-11T20:13:36.000Z,e22HgB_pHxo,JOWST - Grab The Moment (Norway) LIVE at the second Semi-Final,"JOWST represented Norway at the 2017 Eurovision Song Contest in Kyiv with the song Grab The Moment. If you want to know more about JOWST, visit ...",0
62,2018-02-27T19:19:39.000Z,hm6COzCAQhg,Loods & Mall Grab - Love Is Real,https://soundcloud.com/steelcitydancediscs http://www.shallnotfade.co.uk/album/loods-mall-grab-love-is-real Deep & LoFi House for June 2018: ...,0
63,2016-09-16T23:00:01.000Z,TZl890jSvQI,Dragonball Z Abridged MUSIC: GRAB A BOWL - (A Dragon Soul Song Parody Remix) - Team Four Star,Please support the official release! ➤http://bit.ly/TFSFuniStore Dragon Soul is all well and good...but remember that little ditty Goku sang in DBZA Episode 52?,0
64,2010-04-09T05:20:11.000Z,juS9dgfNKxw,Ice Climbers Chain Grab Tutorial,"I put a lot of work into this, and of course the countless hours practicing as the Ice Climbers. Thank you all for the inspiration. THE MUSIC IS OPEN YOUR ...",0
65,2018-05-11T10:04:17.000Z,HkJLMHDqxUY,Mall Grab b2b Denis Sulta b2b Mella Dee @ AMP Lost & Found Festival 2018 (BE-AT.TV),"Huge b2b session with Mall Grab, Denis Sulta and Mella Dee - full DJ set recorded LIVE at AMP Lost & Found Festival 2018 in Malta. -- Subscribe to our channel ...",0
66,2018-04-11T21:00:00.000Z,NIMKmOxrmbI,Grab CEO Anthony Tan on pitching to Softbank and a potential IPO | CNBC Conversation,Anthony Tan reflects on the lessons in leadership he has learned and the potential for his company to go public. Subscribe to CNBC Life: http://cnb.cx/2wAkfMv ...,1
67,2018-03-02T17:07:25.000Z,OROlggj26q0,Mall Grab - Feel Good House (EAcapella),Like our Spotify playlist: http://motive.lnk.to/spotify MOTIVE » Facebook: http://motive.house/facebook » Instagram: http://motive.house/instagram » Twitter: ...,0
68,2016-10-14T13:00:02.000Z,RTxQn6S4BKI,will.i.am ft Apl.de.ap and Liane V - GRAB'm by the PU$$Y (Official Music Video),Subscribe now: https://www.youtube.com/c/funnyordie?sub_confirmation=1 will.i.am channels the 2016 election as Mc Donald T. Rump in his newest track ...,0
69,2018-06-25T20:12:30.000Z,IYEXHKCmdNY,HOW TO DO EVERY GRAB IN STEEP! - STEEP Tutorial,HEY PEEPS! Bringing you a steep tutorial video that shows you how to do every grab in the game! Hopefully this video helped you guys out!,0
70,2011-11-15T14:11:10.000Z,9MILC3nop0c,Loctite Power Grab,http://www.askthebuilder.com/Loctite_Power_Grab.shtml founder Tim Carter demonstrates a clear adhesive that's good for some exterior and many interior ...,0
71,2017-04-24T11:58:12.000Z,21EsG0dV4gA,The Black Angels - Grab as Much (as You Can),"Death Song (2017) I do not own this song, nor do I intend to break any copyrights. If you want this material to be deleted, please notify me.",0
72,2018-06-26T19:00:01.000Z,4MUmTayngk8,How Are That Babies Arms So Long...... Grab The Bottle!!!! : Part 1 | Cheap Nintendo Games,Hey guys and welcome to part 1 of Grab the Bottle!!!! This game is exremely weird but alot of fun if your into puzzle games like this one!!!!! I hope you ...,0
73,2015-09-30T01:36:28.000Z,yU6WC4dpaHM,Grab That Auto 5,Clones of clones of clones of clones Connect with me! http://www.twitter.com/jerma985 http://www.twitch.tv/jerma985 ...,0
74,2018-03-29T04:37:20.000Z,wFCDid1uvEU,Grab and Uber Merger: What Really Happened,LEAKED video of Grab and Uber merger discussions #GrabUber Watch our other MOF vids! ➤ http://bit.ly/JoinTheMinistry Remember to SUBSCRIBE AND HIT ...,1
75,2017-05-13T20:31:46.000Z,U-Bk0PCotY0,JOWST - Grab The Moment (Norway) LIVE at the Grand Final of the 2017 Eurovision Song Contest,"JOWST represented Norway at the 2017 Eurovision Song Contest in Kyiv with the song Grab The Moment. If you want to know more about JOWST, visit ...",0
76,2017-02-24T20:26:17.000Z,I4fCXVfbOjQ,JOWST - Grab The Moment (Lyric Video),www.JOWSTmusic.com Spotify: https://goo.gl/TmSEKD Facebook: https://goo.gl/iUUasn Vocals: Aleksander Walmann Copyright: Three15 Records Produced ...,0
77,2016-06-13T22:58:56.000Z,5Sa20gEeaNo,"Everyone vs. Uber | Jean Liu President, Didi and Anthony Tan CEO, Grab | Code Conference 2016",Didi Chuxing President Jean Liu and Grab Group CEO Anthony Tan talk with The Verge's Walt Mossberg and Recode's Kara Swisher about operating ...,1
78,2018-04-02T17:00:10.000Z,YvEGAcgpwqQ,Grab Your Partner | Kevin Hart: What The Fit | Laugh Out Loud Network,"To Kevin Hart, they're not partner push-ups—they're human coffee tables. Enjoy Kevin's clever naming conventions, and break a sweat while you're at it with this ...",0
79,2017-05-06T22:05:31.000Z,0Q-WLEezcBQ,Stolniygrad  - Grab the axe (english subtitles),reupload from europeanunity565 because the video was forbiden in several countries.,0
80,2014-06-21T15:40:54.000Z,B7abZQVXVNs,Grab This Thing (Pt 1 & 2) - The Mar-Keys (1965)  (HD Quality),"""Grab This Thing (Pt 1 & 2)"" - The Mar-Keys (1965) Popcorn classic! No copyright infringement intended. Only for amusement purposes.",0
81,2017-03-29T10:48:06.000Z,5XFX3LCBCMY,London: ON AIR at fabric: Mall Grab,Rising house star Mall Grab played to a packed fabriclondon room 1 at London: ON AIR on Air Max Day. Subscribe to RA's YouTube channel: ...,0
82,2018-06-26T14:35:14.000Z,jzRi826dit4,***PLEASE ALL GRAB THIS LATEST NEWS - SORRY IT WAS DELAYED***,CONNECT / CONTACT WITH ETNM: Hope Gypsy Community Email us at – endtimesnewsministry@hotmail.com End Times News Ministry: any clips used in our ...,0
83,2007-08-16T02:01:50.000Z,sVBGfNl6YVM,Chthonic - Live - 05 - Grab The Soul To Hell,"Taken from Chthonic's - 'A Decade On The Throne' DVD (10th Anniversary Concert, Huashan Culture Park, Taipei, Taiwan. February 3rd, 2006)",0
84,2017-01-01T22:30:25.000Z,XaJyZ7lmHiM,Marth's Grab Range,fuck.,0
85,2018-04-10T08:55:13.000Z,2_rmaEBQLuU,RDX - Grab,Music video by RDX performing Grab. (C) 2018 21st Blaqk Sheep Music http://vevo.ly/Fc3lDL.,0
86,2015-11-20T13:38:43.000Z,xjOfp0abxMc,HOW TO 360 ON SKIS | MUTE GRAB,This is a sample from our second spinning video from our full tutorials at: https://stompittutorials.com/intermediate You will learn step by step how to do your first ...,0
87,2018-06-11T19:24:28.000Z,DaY6KCAP53Q,Got a Flight? Grab a Bite!,Got a connecting flight and need to grab a bite? Our game show host will show you egg-zactly how to order food on the fly!,0
88,2008-06-08T00:44:48.000Z,qpoIlj0G90I,Grab The Gauge - Three 6 Mafia,dope.,0
89,2017-12-14T23:51:17.000Z,DL8UDmRWAzc,"Timbaland, 6LACK - Grab The Wheel",Timbaland x 6lack perform the new single “Grab The Wheel” GTW - http://smarturl.it/GrabtheWheel Follow Timbaland http://www.timbalandmusic.com/ ...,0
90,2016-01-26T18:26:47.000Z,yoN6yD3ME_Y,Mall Grab - Can't,CHURCHM001.,0
91,2016-11-03T20:00:00.000Z,GZc8tBtIDhI,Grab US by the Pussy (Official) | NEO MAGAZIN ROYALE mit Jan Böhmermann - ZDFneo,Amerika hat uns Deutschen so oft aus der Scheiße geholfen. Jetzt ist es für uns an der Zeit dem großartigsten Land der Welt etwas zurückzugeben - eine ...,0
92,2014-01-16T15:32:36.000Z,jBJ_jGZNyps,"Disclosure - ""Grab Her"" (Official Video)",If you thought your boss sucked... Buy the 'Settle' Special Edition here: http://po.st/SettleSEytd Click here now to subscribe to THUMP: ...,0
93,2013-07-28T20:33:38.000Z,r8x5es9Y8tk,Beyond Scared Straight Grab The Comb,"Beyond Scared Straight Season 4 Episode 6 - St. Clair County, IL.",0
94,2016-10-25T20:07:44.000Z,V6JzrHHLM-4,FDIC 2017 Residential Primary Search: Making the Grab,"When Things Go Bad Inc, Brothers in Battle and Rogue Fire LLC have teamed up for the newest HOT class for FDIC-Residential Primary Search: Making the ...",0
95,2007-07-07T14:25:14.000Z,nL61zNEmqZY,Triple 6 Mafia-Grab the Gauge,grab da gauge n den erase grab da gauge n den erase ride up on da scene lookin fur sum niggaz in da front page.,0
96,2018-06-25T22:05:44.000Z,ls-b2Cg-xKQ,Grab-And-Ride Lime Bikes Popping Up Across Yonkers,Brightly colored bikes anyone can pick up and drop off anywhere are popping up all over Yonkers. CBS2's Elise Finch reports.,0
97,2017-06-14T22:27:28.000Z,gMbIiVIblIE,Grab It Commercial As Seen On TV,"Buy direct from As Seen On TV, Inc. - http://nwez.co/q3r0 Grab It grabs where you can't and the locking ratcheting action locks onto the item and holds on tight ...",0
98,2013-05-31T00:33:39.000Z,1HdddVnyapo,Disclosure - Grab Her (HD),"Taken from the album ""Settle"" 2013 https://www.facebook.com/disclosureuk‎",0
99,2013-07-25T12:33:14.000Z,yJncQMNQmGY,Grab Tool,Learn how to use the grab tool on a mac.,0
100,2016-10-08T19:14:17.000Z,73n5zeMjrGM,AotCR Banshee Grab Tutorial,Original video by Rockslider: https://www.youtube.com/watch?v=_nRg6wDxyx0&feature=youtu.be Showing how to do the relatively new method for this trick.,0
101,2016-01-13T15:17:15.000Z,K-NoeBxoqh8,Zephyr - Grab The Wall,Download Link ♫ ➥ http://bit.ly/1RDEZIv Follow our IG: http://instagram.com/trapnation ♫ Support Trap Nation ♫ ♢http://soundcloud.com/alltrapnation ...,0
102,2017-03-30T14:42:58.000Z,rQpEAUmd4Go,The Big GRAB,"GRAB, or Galactic Radiation and Background Satellite was the world's first intelligence satellite, designed to collect Soviet air defense radar signals. Watch this ...",0
103,2016-09-28T16:47:31.000Z,GeyBWk_zPOA,Mall Grab - Mountain (With Yaeji),Yaeji: https://soundcloud.com/kraejiyaeji https://www.facebook.com/kraejiyaeji https://www.instagram.com/kraejiyaeji/ _ Mall Grab!,0
104,2015-07-06T20:34:20.000Z,MaHDYuPX7gY,Steve Johnson   Installing a Grab Bar SD,Home Freedom grab bar installation video. Grab bar mounted on tile shower wall.,0
105,2016-10-08T18:11:42.000Z,tl5HJBnPitU,Trump Caught on Hot Mic Saying 'Grab Them by the P*ssy',"Breaking news: Donald Trump is a misogynistic scumbag. Also, the sky is blue. On Friday, the Washington Post published a 2005 recording in which the ...",0
106,2009-10-15T17:04:16.000Z,r1cSk_Z8TjM,Sum 41- Grab the devil by the Horns and Fuck him up the Ass,Grab the devil by the Horns and Fuck him up the Ass by sum 41.,0
107,2012-08-17T15:20:50.000Z,ZGvcsD9pXXw,How to Get Out of a Single Lapel Grab | Jiu Jitsu,"Watch more Brazilian Jiu Jitsu videos: http://www.howcast.com/videos/503533-How-to-Get-Out-of-a-Single-Lapel-Grab-Jiu-Jitsu So, You grab by your lapel here, ...",0
108,2011-04-10T18:30:34.000Z,cYzMDCQPxL4,Sum 41 - Grab The Devil By The Horns,Sum 41 - Grab The Devil By The Horns I don't own this song and have no rights of it.,0
109,2015-11-01T21:27:54.000Z,8_xLni68vps,Mall Grab - Orange County,https://shallnotfade.bandcamp.com/album/alone-ep https://www.facebook.com/stillmallgrab https://soundcloud.com/mallgrab ...,0
110,2013-01-06T09:28:40.000Z,XTF9VY7mTM4,Man has 156 seconds to grab free stuff,https://goo.gl/1SAfPR - The all new TV Firestick with voice control remote. Stream your fav shows. This lucky man had 156 seconds to pick up whatever he ...,0
111,2013-11-09T17:01:35.000Z,kolxSFJmSvY,How To Defend Against A Throat Grab,You broke my abs! Sensei Nigel Lee demonstrates how to defend against a grab to the throat with a simple strike to the elbow. For any suggestions or questions ...,0
112,2017-08-14T03:10:08.000Z,j68j5XgBS1g,How to Use GRAB via ShopBack 🚘,Get P5 Cashback from your GrabCar and GrabShare rides! Here's a quick video on how to book your ride #TheSmarterWay with ShopBack! Try it out here: ...,1
113,2011-02-17T07:47:34.000Z,4H3Ht8dawqw,WWE NXT: Rookie Challenge: Smash and Grab,WWE NXT: Rookie Challenge: Smash and Grab More WWE - http://www.wwe.com/,0
114,2016-11-27T22:19:18.000Z,4Q8IngUTneM,AMAZING DOUBLE GRAB LUCKY CUP CLAW MACHINE WIN!,SUBSCRIBE: https://www.youtube.com/user/CarsonScheer99 YOU GUYS ROCK! :D Subscribe to MicMe TV ...,0
115,2018-03-02T06:25:45.000Z,rHW4mJNAmqg,Loods & Mall Grab - Sweetness,Novaj 新し Sensations & feelings pre-order it http://www.shallnotfade.co.uk/album/loods-mall-grab-love-is-real Follow Mall Grab https://soundcloud.com/mallgrab ...,0
116,2010-12-15T14:56:21.000Z,DwrkCGCHfXQ,Awesome Self-Defense - Wrist Grab Release Techniques,An essential part of any remotely decent self-defense arsenal is the ability to release a wrist grab. This short video demostrates some of the basic wrist grab ...,0
117,2009-02-11T03:23:54.000Z,MdLj5A4tN6M,2Pac - Grab The Mic (Unreleased),2Pac - Grab The Mic aka Starin' Through My Rearview Pt. 2 (Unreleased),0
118,2018-01-30T04:08:50.000Z,M-TgkGRNz_0,Understand more and improve your English pronunciation with the BREAK& GRAB METHOD,"Do you know what Active Listening is? I will show you how you can use Active Listening and my ""BREAK & GRAB"" method to improve your ability to listen and to ...",0
119,2018-06-24T03:16:38.000Z,Zzvn5Jmrl_M,La Stella dives into the stands to make a great grab,Tommy La Stella goes head first into the stands to make an outstanding catch against the Reds in Cincinnati About Major League Baseball: Major League ...,0
120,2014-05-28T23:03:00.000Z,1ZYFovQ3vRY,Metagain :: Fast Fall Ledge Grab,"Hey, Here's the first technique, Fast Fall Ledge Grab. **TLDW** Aside from making you grab ledge faster, it also let's you grab the ledge while you are in hit stun ...",0
121,2007-12-04T08:01:59.000Z,ml9ZB98EfzY,Ric Ocasek - Something To grab For,"From Ric Ocasek's solo debut Beatitude, sadly this song and video have long since been forgotten over the years.",0
