13,2018-06-13T08:34:13.000Z,9W1RNVcLQkI,Toyota to invest $1B in SEA ride-sharing operator Grab,"Toyota to invest $1B in SEA ride-sharing operator Grab Toyota Motor has agreed to invest US$1 billion in Southeast Asian ride-sharing operator Grab Holdings, ...",1
14,2018-06-09T12:49:55.000Z,T1cPFfutWdM,Grab Taxi Online Taxi Service WordPress Theme        Alpha Sampson,More features and experiences are in : https://themefre.com/item/grab-taxi-online-taxi-service/20263738 ...,1
15,2018-05-06T19:56:33.000Z,6hfJ886Ws-8,Road Trip to Grab a $20 Gaming Laptop,Thanks fer Watching! ------------------------------------------------------------------------ Social Stuff : Instagram : http://instagram.com/paradoxdesigns/ Google+ ...,0
16,2018-04-02T11:43:29.000Z,-nsNJe6aBH8,Family travel on The Spirit of Tasmania (Day Trip),"We had a great time as a family on board The Spirit of Tasmania. We departed Melbourne in the morning, arriving in Devonport in the evening. There was lots of ...",0
16,2018-03-03T17:47:45.000Z,CY_XWmHA3sY,GRAB INDONESIA (SURABAYA),Salam hangat kepada penumpang dari pengemudi grab bike.,1
17,2018-03-14T00:30:56.000Z,jQFCNp2G1Pw,Is The Toyota Tundra Driver Side Grab Handle A Safety Concern?,Thanks for watching! Visit Sparks Parts website and save 5% using promo code TundraDude34 Like/Comment/Share/Subscribe Twitter-Instagram ...,0
18,2018-03-01T14:53:14.000Z,9N1Fm5creUU,Dragnet Radio Show w/Jack Webb The Big Grab old time radio otr,"Please Like and Subscribe. ""The Big Grab"". Sponsored by: Fatima. Professor Kessell's wife has been kidnapped. The story you are about to hear is true only the ...",0
19,2018-02-12T03:21:40.000Z,g36HV8LVaig,How Much Can Grab Driver Earn in a Week (Penang),I work as full time grab driver in Penang Malaysia So many people keep asking me how much can earn by just driving with grab. I will tell you in my next video ...,1
20,2018-01-31T22:14:55.000Z,E2nrvIEGW-Q,EWTNRC.COM GRAB YOUR CATECHISM BOOK AND DVD SET,EWTNRC.COM GRAB YOUR CATECHISM BOOK AND DVD SET Item: 976K Price: $32.50.,0
21,2018-01-08T17:56:32.000Z,gbe4aVBM6Xc,"TB@NYY: O'Neill dives for grab, throws to turn two",5/11/00: Yankees right fielder Paul O'Neill makes a diving grab on Fred McGriff's liner and then throws to first to double off Greg Vaughn Check out ...,0
23,2017-12-28T18:01:59.000Z,oQG8R8BpR0k,GRAB ONLINE,Kurang Sopan.,0
24,2017-12-25T23:37:55.000Z,1RWhaJd2FmA,CARA MENGGANTI FOTO PROFIL UBER DRIVER,"Jangan Lupa di SUBCRIBE dan Tekan tombol Lonceng nya , supaya tidak tertinggal untuk Info-info lain nya.",0
24,2017-11-12T06:17:19.000Z,G-6GEEz_BcE,APK MOD GRAB ANTI PERFORMA 5.27.2 GRATIS,Video By Suka Upload : https://www.youtube.com/channel/UCIzXpum6XdSJhZ5CdTkCARg APK by Jamber's 01 ...,1
25,2017-10-30T15:11:12.000Z,8443ND-GmXc,The World Tonight: Grab offers bounty for information on driver's killer,Authorities are pursuing several persons of interest in the murder of a Grab driver. Police suspect there's a carnapping syndicate that targets TNVS drivers.,1
26,2017-10-28T17:53:18.000Z,wXYbZwp-qX8,GRAB - Tutorial Online Training,"Grab adalah sebuah perusahaan asal Malaysia yang melayani aplikasi penyedia transportasi dan tersedia di enam negara di Asia Tenggara, yakni Malaysia, ...",1
27,2017-10-28T22:30:00.000Z,YR6Wh2Zy9jE,"2,256 Miles In One Uber Ride (World Record)",DOWNLOAD QUIDD HERE - http://bit.ly/2hGAS06 *i changed the title because I am stupid and put the wrong amount of miles Subscribe for a cookie ...,0
27,2017-11-02T13:00:02.000Z,UDuRx3cgs58,race car driving gone wrong- audi r8,In this video Nick Drossos is going one on one with an R8 at The Audi Driving Experience Subscribe to Nick Drossos: ...,0
27,2017-09-28T15:50:08.000Z,FTXnRFy8e9Y,"Business Nightly: Uber, Grab tighten delivery rules to help in drug war","MANILA (UPDATED) - Uber and Grab will no longer accept bookings if the intention is to deliver packages without the passenger, authorities said, following ...",1
28,2017-08-31T00:16:35.000Z,bG88DqCLQmo,"GOJEK vs GRAB vs UBER vs PANGKALAN, SIAPA JUARANYA",Mari Kita simak siapa pemenangnya.,1
29,2017-08-30T20:22:49.000Z,HRSnOjt9clg,GRAB YOUR TIN FOIL HAT | Eclipse 2017 Vlog,Always be prepared for the APOCALYPSE!!! GET YOUR FEET PROTECTION!!! You don't want Liv to come hunt you down.... Socks Available Until September ...,0
30,2017-07-26T19:21:15.000Z,I106qB3R0I4,SoftBank and Didi Invest $2.5 Billion in Uber Rival Grab,Business Insider article: http://www.businessinsider.com/uber-competitor-grab-has-raised-25-billion-from-asian-tech-giants-2017-7 The Washington Post article: ...,1
31,2017-07-20T15:18:10.000Z,3IzdAdfHcMo,"No apprehension of Grab, Uber drivers until LTFRB ruling",Undocumented Grab and Uber drivers can stay on the road until the Land Transportation Franchising and Regulatory Board decides on the appeal filed by the ...,1
32,2017-05-10T13:21:12.000Z,6CS5Y-7myXY,Grab Driver Interview,Han Chiang College.,1
33,2017-04-11T09:16:51.000Z,mbDbtBfZZgU,Grab Moto Taxi Ride Saigon Notre Dame To Bin Thanh District,"Got some good video footage for the Saigon Notre Dame zipping across the city with my Grab Moto Taxi, which is the best way to get around this crazy town.",1
34,2017-04-19T23:35:16.000Z,h4sfPWozl_o,"MIA@SEA: Dyson makes grab, fires home for a DP","Jarrod Dyson makes a catch on a fly ball and fires a laser home to prevent Martin Prado from scoring, turning a double play in the 1st Check out ...",0
35,2017-03-20T09:22:49.000Z,MYTm3qcF8tM,"Grab Bike Experience in Ho Chi Minh City, Vietnam","It's cool that Grab offering Motobike hiring, yes! To skip all traffic jam messy... It was easy to find the biker as they are wearing in green Grab shirt.",1
36,2017-03-23T04:11:29.000Z,kJnxT0PiKDQ,FL Studio Indonesia [Trap] Mars14 - Grab it (Free FLP),"Video ini merupakan sebuah video Project Fruity Loop dari lagu saya Mars14 - Grab It Buat yang mau belajar bikin, bisa download software FL studio dan buka ...",0
37,2017-03-02T00:25:28.000Z,kVPEB8ucjAA,UBER - GRAB - Most IN DEMAND Application in the mobile world.,Be the first to know what are the most in demand application in the mobile world. GRAB Application For Android ...,1
38,2017-03-02T15:31:52.000Z,_IyobaxGwiw,"BIRTHDAY TEARS TRAVEL VLOG LONDON, MIAMI, HOLLYWOOD, ISSUES IN SEPHORA, VAGINA GRAB, SEX ON BEACH","London Girls American Dreaming travel vlogs. We travel to Hollywood, Miami. Birthday tears, mental issues, Sex on the beach, a meeting with Marilyn Monroe, ...",0
39,2016-12-21T09:22:16.000Z,0Gqfb9_fB8U,What helped Renault India grab around 5% market share in 5 years,"The company wants to put in at least 80% local content in big cars to reduce price and get volume in India. For cars that are less than 4-metre long, this can be ...",0
40,2016-11-28T03:19:31.000Z,3_C4eu48qwY,"Uber, Grab vie for space in Southeast Asia",RIDE-SHARING APPS Subscribe to us on Youtube: https://www.youtube.com/user/CCTVcomInternational Follow us on: Facebook: ...,1
41,2016-07-04T08:26:52.000Z,8cZNvpYtnkA,"In Southeast Asia, It's Grab Over Uber","A startup called Grab, which isn't well-known outside Southeast Asia, is beating Uber in the race for the region's passengers. Photo: Warangkana ...",1
42,2016-07-01T03:32:30.000Z,WtBKiQ1sUGQ,Grab the Once In a Lifetime Carrier Opportunities Offered by TransAmerica Express,"If you are millennial, do not make mistake of thinking that the logistics industry would not be a rewarding career. You surely want a career that really matters, right ...",0
43,2016-06-27T08:56:05.000Z,GJccppsPKA4,Grab bikers philippines 1st jamboree,Grab.,1
44,2016-06-14T14:55:07.000Z,TKo3tem7FkM,Grab Car and Crazy Rider,Grab Car and Crazy Rider.,1
45,2016-06-25T20:49:57.000Z,sR8Ks_QRoo0,Test driver Grab Car,Thank you for job.,1
46,2016-06-13T04:19:25.000Z,4nkdf0TCueE,"Grab Indonesia, Branding & Digital Agency","Banyak sekali konsumen Grab bike / car/ taxi yang salah alamat dan masuk ke website Grab.co.id , semoga video di atas bisa menjelaskan banyak hal :)",1
47,2016-06-22T09:45:42.000Z,C224VgJF62k,Bypass Disable Function And Grab Config,Only For Education Purpose.,1
48,2016-06-20T11:21:58.000Z,e59y_gOlhX8,Lost Grab driver,Lost Grab driver For the Fathers who speaks from the heart. Music by: http://chriszabriskie.com/preludes/ Don't forget to subscribe for more videos: ...,1
49,2016-06-23T10:03:16.000Z,uqSAHenyn_Y,GRAB TAXI | Misadventures of Alex S01E04: Totoo ba?,Client: Grab Brand: Grab Taxi Agency: Brand New Media Director: Angelo Angustia Producer: Sasa Abella.,1
50,2016-06-23T10:02:03.000Z,XCnV8wL_QTs,GRAB TAXI | Misadventures of Alex S01E05: Thank You Sow Much,Client: Grab Brand: Grab Taxi Agency: Brand New Media Director: Angelo Angustia Producer: Sasa Abella.,1
51,2016-06-04T06:26:57.000Z,NtqyIrmyYZo,"Safety Driving Training Grab ""Gold"" Indonesia",Parkir dengan benar.,1
52,2016-06-04T03:45:20.000Z,XdGNh3zWKRw,Safety Driving for Driver Grab Gold 3 Juni 2016,Salah satu materi yang diajarkan didalam pelatihan Safety Driving Training adalah mengganti ban mobil dengan cepat dan aman.,1
53,2016-05-28T17:33:22.000Z,kesVOScS9vg,Bike Grab Compilation Video,Quasar Products Ltd w: www.on-bike.com t: 01827 61754.,0
54,2016-05-31T14:53:12.000Z,ikxxrznsrCA,Grab Peds & Recruit Transport Officers | Arrest Manager Update | LSPDFR | Albo1125,"Update video for Arrest Manager, showing you the new Transport Officer Recruiting and Ped Grab functions. The update will also include various other ...",0
55,2016-06-06T07:52:22.000Z,-mN6iE2AuN4,Safety Riding Grab Bike organized byTrainers Management Indonesia,Setiap pengendara di periksa sama pelatih kelengkapan dan masa berlaku SIM dan STNK.,1
57,2016-06-07T20:54:59.000Z,3uELF9uxwW4,LEX BILLZ GRAB that 40 FREESTYLE,730mafiarecords presents lex billz and ROb.,0
59,2016-05-19T23:07:06.000Z,Qd5Me-nf97o,"Uber, Grab Suspend Motorbike Services in Thailand","Thailand on May 17 ordered Uber and Grab to suspend their motorbike services, claiming both companies broke local rules and are clashing with registered ...",1
60,2016-05-14T21:01:20.000Z,Bk3kjZriKRU,Grab Bike Jakarta Timelapse,"Took a Grab Bike Ride from Depok to Kota Kasablanka Mall in Jakarta on May 14, 2016. This turned out to be an okay ride, although with the hell of a traffic in ...",1
61,2016-05-04T10:36:31.000Z,ybI2sna3Fgo,"NEWS: Consolidation of Uber, Grab with taxis a threat to industry",Cab operator Big Blue Taxi claims that SPAD's proposal to consolidate Uber and Grab with taxis could cause the industry to collapse. This is because taxi ...,1
62,2016-04-30T23:20:11.000Z,QGLSJ4hpwHU,Ink's Adventures: 1 -  Coffee Grab Bike Ride,"So, I'm NoGoodInk and this is my first attempt at a vlog. Today, we're having an adventurous coffee grab bike riding fun time, dammit. Anyhow, hope you enjoy ...",0
64,2016-04-04T17:13:59.000Z,CfrYMtXfZqc,Dumbbell Grab and Transfer,This is great for grip strength. With your right hand grab the end of a dumbbell so your palm is on top of one of the ends and your fingers are wrapped around it.,0
65,2016-04-04T18:21:49.000Z,BoG9zQalGDU,"Dragnet Episode 055, Big Grab, Old Time Radio OTR","Dragnet Old Time Radio - OTR Dragnet is an American radio series, enacting the cases of a dedicated Los Angeles police detective, Sergeant Joe Friday, and ...",0
66,2016-04-01T20:22:46.000Z,A7ghYrMtoas,Grab Express Indonesia,Why we use Grab bike? watch this video!,1
67,2016-04-05T22:08:58.000Z,z17697yQ0ho,CEMETERY PARK & GRAB | Geocaching Vlog #1,Geocaching Vlog #1 | Cemetery Park & Grab Let's find a geocache First video in a series of videos I plan on doing. What do you guys think? I am a first time ...,0
68,2016-04-07T05:40:55.000Z,mj-ln5MZ-ZQ,PHI@CIN: Hamilton charges in and makes a diving grab,"Billy Hamilton charges in on Cedric Hunter's fly ball in shallow center field, then dives to make a gorgeous diving catch Check out http://m.mlb.com/video for our ...",0
69,2016-03-17T13:20:11.000Z,eihNTXh1yD4,"GOJEK, UBER, GRAB vs TAKSI - #JawabanKalian 28",Pemerintah kembali menror ridesharing UBER dengan ancaman memblokir aksinya. Para supir Taksi juga berdemo menuntut pemblokiran usaha UBER dan ...,1
70,2016-03-22T06:01:48.000Z,CR_FKAmUAy0,Anti-Uber & Grab protests cause traffic chaos in Jakarta,Taxi and public transport drivers have crippled Jakarta streets today amid the largest protest to date in opposition of the presence of app-based transportation ...,1
71,2016-03-27T15:27:55.000Z,5FEDRsYwC1o,20 new FREE business and marketing courses - TODAY ONLY so grab them now,See all my free courses here and enroll in them all while they are still free: https://www.skillshare.com/genadinik/,0
72,2016-03-03T03:14:54.000Z,M7M3bszdzPQ,Grab Bike driver caught in LTFRB entrapment operation,"A Grab Bike driver was caught in an entrapment operation conducted by the Land Transportation Franchising and Regulatory Board. Mon Jocson, tell us why.",1
73,2016-03-02T14:28:08.000Z,_40QLmFoNWw,"TV Patrol: Grab Bike rider, hinuli ni LTFRB chair Ginez","Seryoso ang LTFRB sa panghuhuli sa mga bumibiyahe pa ring Grab Bike. Ayon sa ahensya, maituturing silang colorum. Isang Grab Bike rider ang hinuli mismo ...",1
74,2016-03-01T14:50:21.000Z,A9bXxhJI_Zk,Dying Light Bounty Perform Executive Instant Grab Breaks Without Getting Hit 10 Times 2016/03/01,Dying Light https://store.playstation.com/#!/en-gb/tid=CUSA02010_00.,0
75,2016-02-19T18:53:01.000Z,oMmUz0vmAuQ,Bandila: Grab PH rolls out GrabJeep,"Sa mga pasaherong inis na inis na sa traffic at siksikang MRT, may libreng sakay na inaalok ngayon ang app-based transport service na Grab. Biyaheng jeep ...",1
76,2016-02-20T16:58:42.000Z,5AkKWEhTB_U,Hilarious Blitzcrank fail grab/rage compilation,Blitzcrank hilarious fail compilation (Starring Ruktion Insane). Please don't hate me bro lolz.,0
77,2016-02-25T04:07:10.000Z,QMBLyqvu48A,World Record: Ollie Tail Grab 20 Stairs,World Record: Ollie Tail Grab 20 Stairs. Subscribe and like for more World Records of Skateboarding.,0
78,2016-02-02T15:09:57.000Z,MEmlL5xIoFY,"No Need to Experience a Bad Taxi in the Philippines, Now You Can Grab a Car",Travis Kraft life vlog episode 103 - Many people have asked me to try Uber or a similar service for getting a ride in the Philippines. I was in an area trying to get a ...,1
79,2016-02-04T22:46:34.000Z,2ac_K3_dbAs,Over 40 Students Grab Prices From ICAW English ...,Over 40 Students Grab Prices From ICAW English And Mathematics Competition.,0
80,2016-01-14T13:13:15.000Z,Em3eYRMNsBo,SNL Host Adam Driver & Kate McKinnon Grab a Bite at The Diner   YouTube,"Published on Jan 13, 2016 Adam Driver hosts Saturday Night Live on January 16, 2016 with musical guest Chris Stapleton.",0
81,2016-01-26T02:59:37.000Z,2M7NdKXpR1Y,King Everyday - Grab That (Shot By: @phillipstanley),Shot By: @phillipstanley INSTAGRAM: @pabloeverday @phillipstanley FB: arrogangeveryday.,0
82,2016-01-05T11:03:29.000Z,kvZIN83IkEU,Grab Taxi Commercial,Visit www.grabtaxi.com.,1
83,2016-01-05T03:09:25.000Z,cBScZM1u0oI,GRAB Travel PH Is A Scam!,Avoid G.R.A.B. Travel and Tours PH - Owner's Gina Rafael & Shiela De Luna Grab Travel PH does not follow the terms and conditions agreed in the contract.,1
84,2016-01-03T06:02:08.000Z,2NEiCRXiKZ4,Heroes of the Storm- Legendary Stitches Grab,stitches lands a blind grab on tassadar into the perfect bodyblock.,0
85,2015-12-26T02:39:33.000Z,wW0U7V2bagY,Boy bands ng Grab Express :),"Impromptu cheer competition among grab express ph bikers, syempre ang tino nila. Haha.",1
86,2015-12-04T20:44:18.000Z,UO3X7Ni2b9s,"Bandila: Judge: TRO only covers new Uber, Grab applications",Nag-init ang social media sa galit ng maraming netizens matapos mag-isyu ng 20-day temporary restraining order ang Quezon City RTC laban sa operasyon ng ...,1
87,2015-12-08T18:24:29.000Z,SMiJnTZiD10,Grab bike vs gojek,9 12 2015.,1
88,2015-12-01T21:04:01.000Z,LqCQ8mfv7ko,Gav The Don Grab Driver,Watch what the Welsh wizard can do with his grab.,0
89,2015-12-14T12:29:54.000Z,Q_P3V8e2cVM,#NowYouCan be the first to grab games online,PayMaya allows you to purchase online game you'd love to play. No more hassle! Download PayMaya app for FREE on Google Play Store and App Store.,0
91,2015-12-02T07:01:11.000Z,nultqk534SQ,Welcome to Grab Talent / The Hiring Revolution,Grab Talent / The Hiring Revolution Grab Talent is an online platform that enables clients and applicants to directly reach each other. To see live opportunities ...,0
92,2015-12-01T18:21:11.000Z,zAGaCCXdzns,RUN 25 DAY MINI STUDY / INTRO VIDEO/GRAB A BOOK AT HEATHERBAXTER.COM,25 day video bible study. A great way to sample the Run study! You do not need a book just make it a habit to LISTEN daily to all 25 videos. They are only 7 - 10 ...,0
93,2015-11-06T15:04:10.000Z,VcSho7OtMPQ,GeForce Experience - How to grab driver file,Some people complain about not being able to manually uninstall their GeForce driver before installing the one downloaded by GeForce Experience. This video ...,0
94,2015-11-09T11:35:00.000Z,zGS88X1SNNQ,Congo photographers grab larger market share,"A type of photography where clients get their photos instantly has become quite popular in the Democratic Republic of Congo's capital Kinshasa, overtaking ...",0
95,2015-10-28T08:09:06.000Z,D1wD4K2NKCY,GRAB CAR LAMBORGHINI,"Setelah layanan taksi online kali ini mobil mewah lamborghini dapat dipesan sebagai tranportasi umum melalui aplikasi Grab car, sebuah layanan khusus PT.",1
96,2015-10-27T04:51:16.000Z,7gRZUjHWKcI,Grab taxi ,Grab taxi ok bangeeed...!!!,1
97,2015-10-29T16:16:27.000Z,ewwuw_NMFSc,F#@K I Love U - Grab his balls,J passes his own certain brand of girl advice to Russell. He uses Russell's balls to tell him to use his balls. It's Tug Love in this exclusive clip from the up coming ...,0
99,2015-10-22T08:17:01.000Z,QmdHme5zLwg,DrumShed PROJECT by @DRUMMERHOODPKU - go  go grab n' go,The Track is now available on Itunes. Check it out. -Musicians- Irfan Cipponk Muhammad Iswaldi Kurnia Agusti Track by Damanirhodesplayalongs.com Video ...,0
100,2015-10-06T22:52:00.000Z,LnlJL9XZ3FA,MGSV Online: Mastering CQC Grab,METAL GEAR SOLID V: THE PHANTOM PAIN https://store.playstation.com/#!/en-us/tid=CUSA01140_00.,0
101,2015-10-10T02:31:36.000Z,85XLzAVMG6w,LTFRB wants moratorium on Uber and Grab car franchise application,The Land Transportation Franchising and Regulatory Board wants a moratorium on giving franchise to Transport Network Vehicle due to its growing number.,1
102,2015-10-04T01:24:58.000Z,88tvgsHrmtE,EVE ONLINE 4.2 billion isk Loot grab,Raw uncut footage ( Offline POS 4.2 billion isk in loot C4 ) 21 day free trial ...,0
103,2015-10-11T07:12:57.000Z,wc6gIbrtgS0,Quick grab from the Mojo ride,"While we could sit all day and debate about which bike is the best , we fail to understand that its nothing unless the rider can handle it the way it should be and ...",0
105,2015-09-25T00:31:45.000Z,q0cJvCefTLY,Transport groups file petition to stop Uber and Grab Car operation,Some of the transport groups have filed a petition to the Land Transportation Franchising and Regulatory Board seeking to restrain Uber and Grab Car ...,1
106,2015-09-19T23:11:04.000Z,vPGHqVZKj7s,MIA@WSH: Ichiro charges forward to make sliding grab,9/19/15: Ichiro Suzuki sprints forward and slides to catch a fly ball and take a hit away from Bryce Harper in the 5th inning Check out http://m.mlb.com/video for ...,0
107,2015-09-19T04:29:39.000Z,x4RLmgdbCKw,How To Make Vegan Crab Cakes (AKA Grab Cakes),Vegans and veggies can still enjoy the seafood flavor and have a clear conscience at the same time. You can enjoy vegan crab cakes (AKA grab cakes as I like ...,0
108,2015-09-07T08:22:00.000Z,_LbXkGO7jnA,Natasha Bautista Head of Grab Car Philippines will join the TGFI Global Summit  2015,Natasha Bautista of Grab Car Philippines will join the TGFI Global Summit para iexplain sa mga KaTGFI natin na OFWs ang opportunity sa pagkakaroon ng ...,1
109,2015-09-02T19:45:08.000Z,jkZ0AqXvE9Y,Bump-and-Grab Pickpocket - Episode 40,How to avoid the Bump-and-Grab Pickpocket Pickpocket? #Animation #TravelTips #PoliceAdvice The topic of this video and its subsequent advice are based on ...,0
110,2015-09-14T16:06:02.000Z,GcDjaWj2xg4,TOR@NYY: Pillar covers 73.7 feet on unbelievable grab,"9/13/15: Statcast tracks the max speed, distance covered, route efficiency and first step on Kevin Pillar's incredible leaping grab Check out http://m.mlb.com/video ...",0
111,2015-09-02T03:42:40.000Z,uD0ios5Snxs,CIN@CHC: Coghlan ventures over bullpen mound for grab,9/1/15: Chris Coghlan navigates over the Reds' bullpen mound to make a difficult running grab in the top of the 2nd inning Check out http://m.mlb.com/video for ...,0
112,2015-09-10T19:58:19.000Z,G6NjzqzXQ6Q,TB@HOU: Gomez turns on jets for a nice running grab,"8/17/15: Statcast tracks the first step, top speed and route efficiency on Carlos Gomez's nice running catch in center field Check out http://m.mlb.com/video for our ...",0
113,2015-09-12T00:51:37.000Z,gYOpBps_khg,On the road for a bargain at Big Grab-43 mile yard sale,The sprawling yard sale from Blythewood to Ridgeway and Winnsboro has a little bit of everything. Even a little bargaining.,0
114,2015-09-03T02:36:04.000Z,e0j_HgYz648,PHI@NYM: Herrera charges in to make a diving grab,9/2/15: Odubel Herrera hustles forward and dives to catch Yoenis Cespedes' soft liner in center field in the bottom of the 3rd Check out http://m.mlb.com/video for ...,0
115,2015-08-28T06:09:57.000Z,PQ-HGUpQQH0,"Uber, Grab Cars now allowed airport pickups","AIRING DATE: August 27, 2015 For more videos: http://www.untvweb.com/video/",1
116,2015-08-20T10:26:43.000Z,hHkQJxX2h9o,Big tobacco makes grab for government research I The Feed,The Cancer Council commissioned research about smoking; tobacco companies have put in an FOI request to get it. Facebook: ...,0
117,2015-08-22T01:45:34.000Z,1fwmykVWyA8,Grab PRIORITY in Melee vs PM (aka grab armor is not a real thing),"Three clips, done frame by frame. In each one, falco upsmashes and marth grabs. Both hit on frame 7 in both games, and they are positioned close enough that ...",0
118,2015-08-18T05:26:55.000Z,vg4aElY1uiI,Link's Grab? PM 3.6,What Happened to my Grab? Fix Please?,0
119,2015-08-23T23:23:49.000Z,LMUZ3nrmqTM,KC@BOS: Bogaerts leaps for a terrific grab in the 9th,8/23/15: Xander Bogaerts makes an outstanding leaping catch at short to rob Ben Zobrist of a base hit in the top of the 9th Check out http://m.mlb.com/video for ...,0
120,2015-08-13T08:29:08.000Z,xPEkm8aUMdk,Uber and Grab car operator registration going on,"MANILA, Philippines, August 13 (Eagle News) -- According to the Land Transportation and Franchising Board, the registration of Uber and Grab car operators is ...",1
121,2015-08-06T12:55:26.000Z,x4gtdcQiM1g,Grab Taxi in Baguio Launching at Baguio Craft Brewery,Scenes at The Grab Taxi launch in Baguio City storified at www.earthlingorgeous.com.,1
122,2015-08-12T01:55:17.000Z,PRqbN6vlNEE,OAK@TOR: Bautista charges and dives to make the grab,8/11/15: Jose Bautista showcases his athleticism by diving for a line drive and coming up with the catch in right to end the frame Check out ...,0
123,2015-07-26T15:54:45.000Z,C3zARDhJivQ,How to Grab a taxi and get home Uber fast- By Revv Motoring,Singapore's taxi industry gets a boost with the 3rd party taxi app Bill getting approved in Parliament. Revv Motoring manages to hook up with a guest to find out ...,1
124,2015-07-22T02:27:45.000Z,UKjKozmbf1o,BAL@NYY: Ellsbury saves run with great lunging grab,7/21/15: Jacoby Ellsbury gets a great jump on a line drive and makes a terrific lunging catch to steal extra bases and save a run Check out ...,0
125,2015-07-11T10:16:13.000Z,Y9cJcpK2Jqc,Grab Taxi Driver#1,Project survey 10 June 2015.,1
126,2015-07-03T06:21:26.000Z,zH5IW-kaTdo,Metasploit - Port Forward and Grab Services with Version name using Nmap,"Hi, In this video I'm going to show you how to use nmap effectively on pivoting attack and i will show you how you can grab version with port service name using ...",0
127,2015-06-21T20:45:34.000Z,plL734boHLM,"PIT@WSH: Tabata charges, slides to make the grab","6/21/15: Jose Tabata charges in and makes a sliding grab on Michael Taylor's fly ball to right field Check out http://m.mlb.com/video for our full archive of videos, ...",0
128,2015-07-02T03:28:16.000Z,CGStWPkOBhQ,"CHC@NYM: Parnell dives for grab, doubles off Denorfia","7/1/15: Bobby Parnell makes a terrific diving catch on Jonathan Herrera's bunt attempt, then throws to first to double off Chris Denorfia Check out ...",0
129,2015-07-01T03:09:48.000Z,BmcPU3EYiGc,Protect Your Online Business Using Sitelock - Grab Now at MTA Solutions,How does SiteLock protect me? SiteLock malware scanning technology reviews all of the files and applications on your website and compares them against ...,0
130,2015-06-18T02:20:04.000Z,u3Iv1rGhnHw,"Kenshi - Intro, Grab, X-ray, Fatalities, Brutalities and Story Ending (Mortal Kombat X)",The greatest blind Swordsman in gaming! SHAREfactory https://store.playstation.com/#!/en-ca/tid=CUSA00572_00.,0
131,2015-05-26T11:49:52.000Z,58l4QEROjkA,Grab taxi logo animation (fireworks),Grab taxi logo animation (confetti) Adobe After effects.,1
132,2015-05-29T19:52:44.000Z,qAYvjlWCTXY,[GameMaker Tutorial] Platform Ledge Grab [P2],Check out my popular GameMaker Book and GameMaker Courses: http://www.heartbeaststudios.com/ Follow me on Twitch for GameMaker livestreams: ...,0
133,2015-04-27T23:08:56.000Z,vhHeSshsKxM,Wildcard - Stitches Grab Compilation,"Heroes of the Storm, a compilation of grabs and plays on Stitches. I apologise for the quality or lack of, my graphics card kept crashing and couldn't save it as a ...",0
