,published_at,video_id,title,description,relevance
10,2018-06-13T03:36:19.000Z,Gvjm6oN9-iQ,Toyota investing $1 billion in Asian ride-share firm Grab,"We live in interesting times. Eaglenews.PH is the official digital news platform of Eagle Broadcasting Corporation, the headquarters of which is in Quezon City, ...",1
11,2018-06-12T06:16:18.000Z,--DxZ7TspR4,KILALANIN ANG GRAB DRIVER NA HINANGAAN NG NETIZENS,The latest news from one of the most trusted news networks in the Philippines.,1
12,2018-06-13T03:36:19.000Z,Gvjm6oN9-iQ,Toyota investing $1 billion in Asian ride-share firm Grab,"We live in interesting times. Eaglenews.PH is the official digital news platform of Eagle Broadcasting Corporation, the headquarters of which is in Quezon City, ...",1
13,2018-06-13T15:37:31.000Z,-DdGyKaZs_E,Grab croot family,Driver grab.,1
14,2018-06-11T20:02:02.000Z,FspPGPbnTBI,005-Return of GRAB Car,"After 5 weeks of driving, its time to return it.",1
15,2018-06-12T05:22:40.000Z,_ETs_5YjIck,Viral Driver Grab Online Di Keroyok Di Bandara,Drever grab aceh di pukuli oleh oknum taksi bandara. Luar biasa perlakuan taksi bandara. Padahal banyak dari mereka juga memakai aplikasi grab untuk cari ...,1
16,2018-06-12T16:02:05.000Z,Q0DLrtjYhyU,Bule from BALI work as GRAB driver,Bule work as grab driver in bali... You wanna know more about it.. Feel free to check more video and subscribe.,1
17,2018-06-26T12:04:44.000Z,93Gmc2e7w30,Grab Taxi Online Taxi Service WordPress Theme        Theobald Kingsle,More features and experiences are in : https://fxtheme.com/item/grab-taxi-online-taxi-service/20263738 ...,1
18,2018-06-13T09:07:59.000Z,BdIJ8gwzXpg,Toyota just sunk another $1 billion into Asian ride-sharing giant Grab,Toyota just sunk another $1 billion into Asian ride-sharing giant Grab Business Insider/Jonathan Loh Toyota is investing a further $1 billion in ride-sharing giant ...,1
19,2018-05-29T11:17:37.000Z,xDV4wewICL8,"P80-P125 na minimum fare ng Grab, sinita ng LTFRB",Subscribe to the GMA News and Public Affairs channel: https://www.youtube.com/user/gmanews Visit the GMA News and Public Affairs Portal: ...,1
20,2018-06-08T21:00:02.000Z,ANVh3hH4WZc,Amari Always Grab Fruit From Baby Lori When Someone Give Lori| Amari Never Feed Food To Lori At All,Amari Always Grab Fruit From Baby Lori When Someone Give Lori| Amari Never Feed Food To Lori At All ...,1
21,2018-05-24T00:09:36.000Z,-nBBg8SGpuE,Korean Girl vs Sabahan(Malaysia) ??? Grab Car,Like and Subscribe.,1
22,2018-05-25T11:58:16.000Z,QyldJoYmQDY,"Muling pagpapatupad ng P2-per-minute charge, hiniling ng Grab","Muling pagpapatupad ng P2-per-minute charge, hiniling ng Grab For more news, visit: ▻http://news.ptv.ph Subscribe to our DailyMotion Channel: ...",1
23,2018-05-20T10:43:30.000Z,5PpoThNwLjE,UBER/GRAB BE LIKE IN THE PHILIPPINES,"No copyrights intended, video belongs to the owner. Amaze lang ako sa kanila at gusto ko e share. Kung sino man mga drivers nito palakpakan po sa inyo.",1
24,2018-04-27T18:48:40.000Z,wNrSeM5TvjM,Grab Philippines imposes masking of destination to drivers,Grab Philippines drivers can no longer see the destination of their passengers before accepting the ride-booking transactions effective on Friday. Joan Nano will ...,1
25,2018-05-08T16:52:07.000Z,V4232ifVIV0,Grab PH to launch various service improvements in next 100 days,Grab Philippines is set to launch various schemes to improve their services to their passengers in the next one hundred days. This aims to address the problems ...,1
26,2018-05-03T15:04:37.000Z,efoTaJpwrMI,Doggie Training Video - How I Trained My Doggie Not To Grab Food Until I Say Okay,Doggie Training Video - How I Trained My Doggie Not To Grab Food Until I Say Okay I always believe that a dog should be disciplined even when food is ...,1
27,2018-04-13T00:55:52.000Z,FXkCw0mlmGE,"Panayam kay Brian Cu, country manager, Grab Philippines","Unang Balita is the news segment of GMA Network's daily morning program, Unang Hirit. It's anchored by Rhea Santos and Arnold Clavio, and airs on GMA-7 ...",1
28,2018-04-17T08:41:00.000Z,PEbFzykwKbM,"Grab drivers, Nograles face off at LTFRB hearing on ‘hidden charge’","Grab drivers, Nograles face off at LTFRB hearing on 'hidden charge' Grab drivers on Tuesday expressed their anger at PBA party-list Representative Jericho ...",1
29,2018-03-28T12:00:06.000Z,mRquUNjc3fo,"Interview with a Local: Miguel, a Travel Guide from Ecuador","http://www.southernexplorations.com Today we interviewed Miguel, a local guide in Ecuador. Miguel talks about what he thinks you should know about visiting ...",1
30,2018-03-03T21:18:49.000Z,MQUJoP48prg,KEREN DRIVER GRAB NYANYI LAGU CIPTAANNYA SENDIRI(TERIMA KASIH JAKARTA),Driver grab menyayikan lagu karya ciptaannya sendiri bentuk apresiasi terhadap ibu kota Jakarta yang telah menghidupinya.,1
31,2018-01-30T10:11:16.000Z,q7_1r13y9ic,Grab PH 'surprised' with 45K TNVS cap set by LTFRB,Video and editing by Noy Morcoso.,1
32,2018-01-31T17:46:17.000Z,t_HIs8CmjPc,PROSES TRAINING ONLINE GRAB OJEG ONLINE,PROSES TRAINING ONLINE GRAB OJEG ONLINE.,1
33,2018-01-30T15:04:36.000Z,7xOSz6JRyWg,SUPER CAR LAMBORGHINI MENJADI GRAB CAR ( BIAYA NORMAL ),"Setelah mendarat di Jakarta sejak Agustus 2015, GrabCar kembali memperpanas aspal ibukota dengan menghadirkan kampanye baru bertajuk `GrabSpeed`.",1
34,2018-02-10T11:23:28.000Z,ZcJAnaAgtjI,SUCCES STORY GRAB INDONESIA -RHENALD KASALI,SUCCES STORY GRAB INDONESIA -RHENALD KASALI SUBSCRIBE & COMMENT.,1
35,2018-01-21T05:45:40.000Z,UWcQHxnsPDA,PESAN GRAB BIKE TAPI MALAH AJAK MAKAN JAJAN ABANG GRAB #deeway channel,kali ini saya bikin video pesan grab bike dan ajak makan abang grabnya.,1
36,2018-01-09T06:07:04.000Z,N2C_F2nqAmk,"Deface Lengkap [ Symlink, Bypass 500, Wordpress Grab Config, Mass Delete, Dll ]","Deface Lengkap! [ Symlink, Grab Config, Crack Wordpress, Upshell Wordpress Mass Delete, And More!] Don't Forget To Like,Comment,Share And Subscribe!",1
37,2017-12-16T22:14:37.000Z,u0rtHICG2JE,TUTORIAL AGAR APLIKASI DRIVER GRAB GOJEK TIDAK GAGU ANYEP SEPI ORDERAN,Cuma sedikit share Subcribe akun Youtube saya free GiveAway untuk subcriber beruntung... Jika saya mencapai 200 subcriber maka saya akan membagikan ...,1
38,2017-12-25T18:14:35.000Z,o8Zg25-9Ydc,NP1 UBER GRAB,"SLUG: UBER GRAB DURATION: 00:01:44 ==VT INSERT== PENGANGKUTAN AWAM ALTERNATIF, UBER DAN GRABCAR MENJADI PILIHAN MASYARAKAT ...",1
39,2017-11-23T10:17:37.000Z,dNrwNynjP5w,LIPUTAN DEMO OJOL # GOJEK # GRAB # UBER # 23 November 2017,ISTANA NEGARA.,1
40,2017-11-06T16:00:32.000Z,76UyaRHifYs,Prime suspect tagged in murder of Grab driver,Authorities have identified the prime suspect in the killing of a Grab driver last month. Police say the suspect has a standing arrest warrant for murder.,1
41,2017-11-08T06:40:24.000Z,6JwBZKrCS4g,Suspect in killing of model Grab driver surrenders to police,The suspected killer of model Grab driver Gerardo Maquidato Jr. surrenders to the police. FULL STORY: ...,1
42,2017-10-28T23:32:53.000Z,laPNYwax-oo,"Tristan falling asleep in a grab car [October 14, 2017-01:14pm]","We were on our way home from Deborah's Parents' immersion orientation in ACT, then had lunch at Greenwich, Emall.",1
43,2017-10-12T02:37:32.000Z,Mhb0yR-Ecno,Grab Driver : Insentif Garansi Jam Sibuk,"Grab tawarkan driver Insentif Garansi Jam Sibuk, terbagi menjadi Garansi Jam Sibuk Pagi, Siang dan Sore-Malam. Manfaatkan Garansi Jam Sibuk untuk ...",1
44,2017-10-13T10:29:33.000Z,6CAE7jIX3UM,CARA GRAB TRANSFER KE CIMB,Video ini berisi tentang cara transfer dari aplikasi grab driver ke rekening cimb niaga.,1
45,2017-09-29T18:00:01.000Z,W8fAOEps_bs,Grab My Big Fat D | Jason Farone,Watch The Show ➙ https://youtu.be/3SMMgqPpvuY Jason After Dark premiered yesterday. We had so much fun! 2nd CHANNEL ...,1
46,2017-10-05T06:32:27.000Z,AeSsZ929saI,Uber-Accountant and Grab-Tax Consultant @ TaxMapping.com (Apps),"Even if you have little Knowhow in Taxation, Don't Worry because ETM will Train you to be a highly sought and paid Tax Bookkeeper, Letter of Authority ...",1
47,2017-10-07T09:34:53.000Z,PYhCRSem1zA,CARA GRAB DRIVER PINDAHKAN GRABPAY KE SALDO KREDIT,GRAB DRIVER.,1
48,2017-09-30T14:14:57.000Z,dcxAO5uXp8k,Reunion W/ College Besties & We Interviewed A Grab Driver | HOW TO BE A GRAB DRIVER | The Glam Owl,"Hi everyone, I am so happy you came across my channel! Here's another video for you! I hope you like & enjoy! Thank you so much for watching! :D Like my FB ...",1
49,2017-09-07T15:36:55.000Z,OelBgliP0sw,Grab Bike Syariah,Grab Bike Syariah asli Palembang Mano nih para ukhti. Insya Allah sholeh galo nah. Anti gengsi menjemput rezeki. . #AdminSoleha Sahabat Terkini ...,1
50,2017-09-03T08:48:53.000Z,9cZeskpaT3E,Grab Your Free Business Audit Session With Daniel Latto,"Grab Your Free Business Audit Session With Daniel Latto here : http://daniellatto.co.uk/audit/ Sometimes in Business, we all need a helping hand. Identifying ...",1
51,2017-08-03T16:08:08.000Z,mW6Ea_gd6lI,"PAG PERA ANG GALAWAN, WALA TALAGANG ALAM, JAMES DEAKIN NG UBER-GRAB SINUPALPAL MGA SENADOR!","PAG PERA ANG GALAWAN, WALA TALAGANG ALAM, REP NG UBER GRAB SINUPALPAL MGA SENADOR!Share Like and Subscribe for some more up to ...",1
52,2017-08-02T17:33:53.000Z,Ew8X2UQHy0A,"Grab open to minimum hours for drivers, cap on units","Grab is open to imposing minimum working hours on its drivers and putting a cap on the number of active units, the head of the ride-sharing company's ...",1
53,2017-08-03T10:16:21.000Z,phNBOvWxzT4,"SENATE HEARING AUGUST 3, 2017 | LIVE: on the LTFRB-TNVS | UBER / GRAB | SEN. GRACE POE","SENATE HEARING AUGUST 3, 2017 | LIVE: on the LTFRB-TNVS | UBER / GRAB | SEN. GRACE POE Senate Of The Philippines News Philippines Government ...",1
54,2017-08-15T04:08:02.000Z,2uLeZqmwzJM,Exclusive Tesco 5x e-ClubCard for Grab Drivers,This tutorial video is specially created for Grab Malaysia Drivers who are entitled to GrabAllStars Rewards Platform on how to redeem their exclusive reward: ...,1
55,2017-08-04T15:57:10.000Z,-G107C8jS8s,Senate Hearing: James Deakin on LTFRB Issues vs Grab & Uber (Reaction Vlog),"So much conversation going on between the Senate, LTFRB, UBER and GRAB but no one seems to be listening to the commuting public who takes advantage ...",1
56,2017-08-02T00:50:07.000Z,gQq4PQikTXg,"DZMM TeleRadyo: Uber, Grab can't bend regulations 'too far,' gov't says","Regulators will not “bend too far” to accommodate Uber and Grab, which must submit themselves to transportation laws, a government spokesperson said ...",1
57,2017-07-26T09:03:26.000Z,ldaJCYMeJlo,"LTFRB's Lizada says Grab, Uber riders are only a minority of the riding public",Land Transportation Franchising and Regulatory Board (LTFRB) board member Aileen Lizada says the 300000 trips a day that transport network companies ...,1
58,2017-07-03T16:00:02.000Z,ExHRh4cxEPE,OUR CRAZIEST GRAB TAXI RIDE EVER IN SINGAPORE,Seriously almost died... wish I vlogged it better! Haha enjoy this vlog from a month ago! :D What's your craziest Uber/Taxi story? Let me know in the comments ...,1
59,2017-07-15T04:15:35.000Z,lBc-6-aaiPA,Grab Bike Gacor,"grab gacor, tuyul grab, pocong grab, genderuwo grab, grab mod, grab rame orderan, orderan grab gacor.",1
60,2017-07-12T10:36:04.000Z,cHZE5xZbYc4,"QRT: Panayam kay Brian Cu, country head, Grab Philippines","Quick Response Team (QRT) is a daily newscast anchored by Jiggy Manicad that takes viewers to the scene of a breaking news story. It airs Monday to Friday, ...",1
61,2017-06-17T06:00:39.000Z,-IE87ibpe8o,"How to install Uber, Grab app on BlackBerry 10 devices?",1. http://shink.in/KScD0 2. Play services Patcher http://shink.in/7t4BA 3. Google Play Services 8.4.89-cobalt-Build5 http://shink.in/6YWDS.,1
62,2017-05-18T11:36:03.000Z,FtwX4QTaVtY,"QRT: Panayam kay Brian Cu, country head, Grab Philippines",Subscribe to the GMA News and Public Affairs channel: https://www.youtube.com/user/gmanews Visit the GMA News and Public Affairs Portal: ...,1
63,2017-05-18T11:36:03.000Z,FtwX4QTaVtY,"QRT: Panayam kay Brian Cu, country head, Grab Philippines",Subscribe to the GMA News and Public Affairs channel: https://www.youtube.com/user/gmanews Visit the GMA News and Public Affairs Portal: ...,1
64,2017-05-25T15:43:57.000Z,74PTqc94jSo,Grab Taxi turning into wrong lane,"3 turning lane, cutting from right lane to center lane while turning at junction.",1
65,2017-04-30T16:07:15.000Z,5OyDIJYlnOo,Blind Grab Drivers (Rant/Vlog),Fan Page: https://www.facebook.com/ltherael Instagram: @ltherael.,1
66,2017-04-28T09:09:15.000Z,LMlU6QAc0m4,"TEKSI, UBER DAN GRAB: PEMANDU BEKERJA SENDIRI MILIKI INSURANS BERMULA 2018 [28 APR 2017]","Pemandu teksi termasuk Uber dan Grab yang bekerja sendiri akan dilidungi insurans. Timbalan Menteri Sumber Manusia, Datuk Seri Ismail Abdul Muttalib ...",1
67,2017-04-26T18:17:19.000Z,Eb86P4jNGCo,Huge shear grab getting ready for transport,"The world's biggest shear grab, at the time of writing in 2017, designed and built by AP Machinebouw (Netherlands).",1
68,2017-04-12T11:44:53.000Z,tnsSUQ6WJa8,Daftar grab bike,Test Safety riding grab bike.,1
69,2017-04-04T13:03:27.000Z,NyQul7arjJQ,"TIPS AMAN !!! NAIK OJEK ONLINE UBER,GRAB,GOJEK",Video ini memberi Tips/ Tutorial Naik ojek online secara aman buat penumpang dan driver.. bila kalian suka sama video ini Jangan Lupa *LIKE *SHARE ...,1
70,2017-03-12T16:51:26.000Z,5DpGjQs_Has,Review Grab Car,Review how to use Grab application.,1
71,2017-03-08T19:01:49.000Z,CWxNtzlJevI,DRIVER GRAB VS SOPIR ANGKOT,"Jangan lupa di KLIK * SUBSCRIBE, * Share, * Like dan * Unlike bagi yang tidak menyukai videonya.",1
72,2017-03-08T12:15:36.000Z,XbxTvIrEM-Q,Grab Taxi Ride Independence Palace To Binh Thanh District,I had to walk a bit away from the Independence Palace since it was way too busy to take my Grab Bike Taxi from there. Read all about our time in Saigon on our ...,1
73,2017-03-07T00:42:41.000Z,4qWgKXLhzOg,[Black Desert Online] Lacari - 5 Mile Grab,lol.,1
74,2017-02-13T09:26:53.000Z,vinDzVWs1MA,"Taxi drivers told to blame ministers for Uber, Grab",Small and Medium Scale Entrepreneurs Association of Malaysia (Ikhlas) president Mohd Ridzuan Abdullah wants taxi drivers to hold ministers accountable for ...,1
75,2017-01-18T08:33:17.000Z,udsgZ3xNp68,Comic book grading and CGC money grab,New Rant.,1
76,2017-01-28T14:10:31.000Z,pKl9xho3Tb4,Online Crop: Grab 5 Challenge (Crafty Meggy),"Happy Saturday, Maven's!! This is Megan and I have a fun challenge for you today. I hope you're enjoying the weekend challenges so far!! Make sure to come ...",1
77,2016-12-25T19:21:17.000Z,-jRGy8G80m8,Hostmonster.com - Coupon code 2018 - Grab Up To 20% Discount With Hostmonster,Hostmonster.com coupon : HOST18 Grab Up To 20% Discount With Hostmonster Discount link: http://hostmonster.com/track/verifieds Hostmonster.com ...,1
78,2016-11-15T09:41:55.000Z,oSWifTsPYIA,UBER & GRAB CAR- UNDANG-UNDANG BAHARU PERLU - LIOW TIONG LAI [15 NOV 2016],Satu undang-undang baharu berkaitan perkhidmatan E-HAILING bagi Uber dan Grab Car perlu diperkenalkan bagi mengawal selia perkhidmatan tersebut.,1
79,2016-11-14T08:33:41.000Z,G5mMg77pOcc,Tes Safety Riding Grab Bike,"Tes Pendaftaran Grab Bike seorang Rider wajib mengikuti tes safety riding ini, untuk pendaftaran di Taman Wiladatika Bogor. Syarat pendaftaran : Ktp,Sim ...",1
80,2016-11-17T16:17:56.000Z,JyVbz4rb_wI,Cancer Weekly Love Tarot Reading GRAB IT 21 - 27 November 2016 by Ivana Tarot,GET YOUR PRIVATE READING TODAY! If you are interested in a private reading you can contact me on my email: ivanatarot@hotmail.com or send me a ...,1
81,2016-11-10T13:10:06.000Z,K2xRkaBFkNc,Grab a Car and a Bite | DC Car Sharing | Maven Moments,"Maven fits into Tallulah Alexandra's life, from running to the store to hiking adventures outside of the city. Maven Car Sharing takes Tallulah farther outside her ...",1
82,2016-10-25T18:59:30.000Z,an_T85eiMqM,COVER CINTA TERAKHIR GIGI (DRIVER GRAB BIKE SUARA EMAS),SEORANG DRIVER GRAB BIKE BERSUARA EMAS COVER LAGU GIGI BAND BERJUDUL CINTA TERAKHIR.,1
83,2016-10-21T02:59:40.000Z,u8SJyu1g2_k,How Pole Grab attachment operates on an excavator,http://www.southsideenterprises.com.au/,1
84,2016-09-26T10:18:22.000Z,6JgTOqOwf6A,"Over 100 taxi drivers seek Najib's help to ban Uber, Grab",Over 100 taxi drivers gathered in front of the Prime Minister's Office (PMO) today to demand for Prime Minister Najib Abdul Razak to outlaw ride-sharing services ...,1
85,2016-09-27T12:09:04.000Z,1d37Gq_cSVA,Money Talks: Grab’s driverless taxi service,"It seems like every week driverless cars are making advances. This week, southeast Asia's biggest ride hailing app ""Grab"" has teamed up with a Singapore ...",1
86,2016-09-23T10:02:41.000Z,7Ic56ISRZMs,video grab bike terbaru,Video Grab bike terbaru 2016 (bukan punya saya ),1
87,2016-08-13T14:55:37.000Z,sXsnLDlajD8,"Liow: Taxis, Uber, Grab car drivers soon operate under same environment",Transport Minister Datuk Seri Liow Tiong Lai says Uber and Grab car drivers will soon need to have a driver's card registered under the Road Transport Act in ...,1
88,2016-08-10T07:24:01.000Z,UpSB5EP6yDU,DET@SEA: Gutierrez charges in for an outstanding grab,Franklin Gutierrez hustles forward and slides to make an excellent catch on Justin Upton's shallow fly ball in the 3rd Check out http://m.mlb.com/video for our full ...,1
89,2014-07-08T11:15:54.000Z,gkFVK0F6zDo,Grab Taxi Application: Safe Ride with Grabtaxi,"Our client GrabTaxi was featured on Matichon TV on the topic of ""Safe Ride with GrabTaxi"". The application is available on iOS, Android, BlackBerry, and ...",1
90,2014-07-15T01:37:48.000Z,bDd8uqaZj_8,How do opiates grab you? How can we help?,http://ibogaineclinic.com/opiate-addiction/ Ibogaine by David Dardashti in Playa del Carmen. This is a simple explanation of the science behind our ...,1
91,2014-07-13T17:06:57.000Z,cW7zD3i0-jc,Lansing Michigan Car Rental Coupons | Grab Now,http://Car4Rent.net Lansing Michigan Car Rental Coupons Whenever You Are Searching Lansing Michigan Car Rental Coupons This Is The Place To Go To.,1
92,2014-07-07T14:59:32.000Z,KScIbtOXV2w,Spokane Washington Car Rental | Grab Here,http://Car4Rent.net Spokane Washington Car Rental When You Are Looking Spokane Washington Car Rental This Is The Website To Go. Click On The Address ...,1
93,2014-06-17T17:49:03.000Z,712qvWo8h2g,ONLINE PERSONAL TRAINER | Knee Grab Sit Up,Online Personal Trainer Jay Kali (http://www.kalicoaching.com/) is demonstrating how to properly perform a Knee Grab Sit Up. Start with your back flat on the ...,1
94,2014-06-17T16:52:47.000Z,7HtsGXhZitA,ONLINE PERSONAL TRAINER | Knee Grab Rows,Online Personal Trainer Jay Kali (http://www.kalicoaching.com/) is demonstrating how to properly perform a Knee Grab Row. Start in the Knee Grab position with ...,1
95,2014-06-16T17:21:15.000Z,Nvuz4sHNoK4,Maxthon Browser Feature Discovery - Screen Grab (Snap) Tutorial,Maxthon Cloud Browser's Screen Grab (or Snap) feature allows you to easily take snapshots of entire web pages and share them seamlessly across platforms ...,1
96,2014-06-10T17:57:31.000Z,Vo5-Kp6luOk,Bike Grab In Australia,"Yet another happy customer of our Australian Distributor, for more info on the bike grab check out www.on-bike.com.",1
97,2014-06-13T00:00:03.000Z,YA-JkE7-ZOQ,FS 270 KICKFLIP Grab Sunnyvale Hip!!! Big Air Don't Care: The Nate Linford Story :),Nate Linford shows the transition who's boss with this 15secs of pure ripping! Alley Oop 270 kickflips are the kinda trick reserved for a precious few.,1
98,2014-06-09T13:48:32.000Z,Qk3J3Bipib8,GRAB project,The GRAB project motivational 8 week course thats helps people build capacity so they can have a great future.,1
99,2014-06-15T00:23:58.000Z,Bci2iJYqfP0,"COL@SF: Adrianza makes leaping grab, turns two","6/14/14: Ehire Adrianza jumps to catch a line drive off the bat of Charlie Blackmon, then flips the ball to second to double off DJ LeMahieu Check out ...",1
100,2014-06-01T06:41:20.000Z,9cZsrhthPZo,Pirillo Vlog 764 - Diana Wants to Grab Nuts,Become a patron for bonuses ASAP: http://ChrisPirillo.com/ My Geek-Only Channel: http://youtube.com/GeekLifestyles http://twitter.com/ChrisPirillo ...,1
101,2014-05-22T00:19:54.000Z,9QhMuFG5BK8,Ultimate GT Vlog: Ben's Big Grab,"We captured countless incredible plays made by the Boracay Dragons. Here's one that exemplifies field sense and hustle by Ben, one of the original Dragons.",1
102,2014-05-30T03:00:51.000Z,L0gvdV0dpEg,KC@TOR: Hosmer secures popup with a barehanded grab,"5/29/14: On a popup towards the dugout, Salvador Perez bobbles the catch and Eric Hosmer makes the barehanded grab for the out Check out ...",1
103,2014-05-30T09:11:08.000Z,vnn6mzWpOJM,Temple Run 2 for Android - Grab the Golden Idol and run - Download Video Previews,"download.cnet.com/Temple-Run-2/3000-2099_4-75848720.html With over 170 million downloads, Temple Run redefined mobile gaming. Now get more of the ...",1
104,2014-05-27T10:38:54.000Z,VSwdmThzOhE,Murky Octo-Grab - Heroes of the Storm Alpha,Murky Octo-Grab Skill from the Heroes of the Storm Alpha. Visit StormCraft.com for more information.,1
105,2014-05-11T05:48:07.000Z,vZJdjlX-fM8,Mother's Day Comic Book Sale Grab,"It really wasn't a Mother's Day sale. Unfortunately, it was a store closing sale. Everything is 50% off until the middle of June. I am trying to get some things I ...",1
106,2014-04-28T20:34:09.000Z,G_uHYuqv_yw,Trials Fusion Park and Ride Bring Out the Blimp Challenge - grab the blimp,This video will show you how to grab hold of the moving blimp to gain the 'bring out the blimp' challenge on the park and ride map on trials fusion.,1
107,2014-04-30T04:02:17.000Z,znCCkSgn29o,Frandsen's behind-the-back grab saves run,"4/29/14: Kevin Frandsen plays Jason Castro's hit off the wall with a no-look, behind-the-back grab to keep Dexter Fowler from scoring Check out ...",1
108,2014-04-29T13:25:01.000Z,lrWo1iA3Cbw,OAK@HOU: Dominguez dives to grab the hard grounder,"4/27/14: Matt Dominguez dives to snag a Josh Donaldson grounder, then throws to second from his knees to get the force Check out http://m.mlb.com/video for ...",1
109,2014-04-20T20:00:02.000Z,gNuz0wtTKg8,MIL@PIT: Herrera's grab steals a hit from Sanchez,4/18/14: Elian Herrera races in on a line drive off the bat of Gaby Sanchez and makes a sweet diving catch Check out http://m.mlb.com/video for our full archive ...,1
110,2014-04-09T04:44:56.000Z,S2QO_3IswTw,Grab Taxi talk at Blogapalooza,http://Blogapalooza.WhenInManila.com.,1
111,2014-04-04T06:57:50.000Z,OUvD_eUydr4,150 Years of Experience for Hosting Providers to Grab,"In hosting, licensing and compliance are crucial. But how do service providers make their way through the maze of compliance rules? Pim Bultman, Insight's ...",1
112,2014-03-25T23:31:39.000Z,ENf6zxUDGxo,Project M :: Dash Dancing & JC Grab Tutorial :: Road to Competitive :: Phuriate,A little tutorial showing you the benefits to Dash Dancing and JC Grabs. Any feedback is fantastic! I know the fox dash dance isn't perfect but it's pretty hard to ...,1
113,2014-04-02T17:44:00.000Z,7bzlCvevydk,WSH@NYM: Ballboy fields a liner with a heads-up grab,3/31/14: The Mets' ballboy makes a quick snare off the bat of Travis d'Arnaud in the third inning Check out http://MLB.com/video for more! About MLB.com: About ...,1
114,2014-03-10T18:56:58.000Z,HPHTJTiqJlk,Jethro Tull - Taxi Grab,"""...in this world nothing can be said to be certain, except death and taxi."" -Benjamin Franklin.",1
115,2014-02-16T19:39:39.000Z,ULYtRZE_VaM,The 40-Year Old Virgin (2/11) Best Movie Quote - Grab A Woman's Breasts (2005),I would have said the same thing. Subscribe here: http://www.youtube.com/bestmoviequote Facebook: http://www.facebook.com/best.mov.quote Twitter: ...,1
116,2014-02-07T17:03:27.000Z,O7f5wnPBn14,"VIP land mafia: NewsX unearths VIP land grab, 468 government houses usurped by VIPs",Government properties worth Rs 1000 crore usurped. Government admits illegal occupants squatting on 468 governments owned homes. Governments admit ...,1
117,2014-01-13T04:45:36.000Z,o8-YQbgTAZ0,'The Grab - Mute' Home Shopping Making film,언제나 그렇지만 너무나도 즐거웠던 촬영이었습니다 함께해준 모든 스탭들께 감사드립니다 Film & Edit by Kyung-min Kang aka Ggang.,1
118,2013-12-15T01:31:52.000Z,cB7CVuPJl0M,Mechwarrior Online gamplay Shadowhawk 2D2 and Golden Mech cash grab?,Follow up video: http://youtu.be/paqmzAkSgUg Mechwarrior Online official site: http://mwomercs.com/ MWO Clans: http://mwomercs.com/clans.,1
119,2013-12-11T09:10:36.000Z,bCbZfKIuavk,Dan-e-o feat. L.I.U. - Grab A Cloud (Live at #BIGTICKET),"Get Dan-e-o's ""Inevitable"" album here: URBNET (CD/Digital) | https://urbnet.bandcamp.com/album/inevitable iTunes/Apple Music ...",1
