,published_at,video_id,title,description,relevance
39,2018-05-09T00:43:20.000Z,idFUz2HKbPk,Grab Mod Version 5.38.1 No Softban 100% New system,"Subscribe dont forget Cp/Whatsapp Only 081294357411/+6281294357411 -ignore ping ,AR will increase not dropping i always not uptodate to upload the ...",1
40,2018-05-09T06:47:31.000Z,vgz_fGh7WZo,mod Grab 538 transparan,aplikasi ini tdk tuk dijual/belikan gunakan dgn bijak jaga amanah ya abang2 langsung aja lah cocol bagi yg suka kalau gak suka jgn dihina saling menghargai ...,1
41,2017-07-01T18:44:24.000Z,dBDIVfxhmu4,Mod Grab Driver 5.18.0 for Msia/Sgpore Drivers,Grab Driver Apps Modification Version for Malaysian / Singapore Driver version 5.18.0 Benefits:- - Able to hold you acceptance rate if u ignore the job that you do ...,1
42,2018-06-12T04:53:56.000Z,2ficjiAN4oA,MOD GRAB DRIVER [MALAYSIA] V.5.40.0 NO LIMITED SKIP [0184089655],MOD GRAB DRIVER [MALAYSIA] V.5.40.0 NO LIMITED SKIP [0184089655],1
43,2017-08-28T11:28:44.000Z,PTBk-Ho-sPk,"Grab mod 5.22.0 Malaysian Driver easy ping,, Hold AR ,,No Softban,,100% SECURE",Like and subscribe dont forget ! Cp/wa 081294357411 ( +6281294357411),1
44,2018-04-06T06:06:41.000Z,49b25RFTEd0,Mod Grab Gacor No PF V5.36.1,Yuk ah dicocol nih mod Grab No PF V 5.36.1 Cocok instal gak cocok uninstall Grab v5.36.1 http://sprysphere.com/Br8M Gunakan dgn bijak tdk tuk dijual belikan ...,1
45,2017-12-28T05:14:25.000Z,ZCkacv7czbs,GRAB DRIVER MOD V.5.30.1,Dont forget to Subscribe https://www.youtube.com/channel/UCrRFAxxLELeIk-dh1d0vQgw Fiture - bypass root - bypass mock location - bypass forbiden apps ...,1
46,2017-11-07T07:55:45.000Z,KtRV5Tz4Jdk,Mod Grab Bike 5.29.0,Whatsapp 0838 9217 9057 Telegram 083892179057 Telegram @YY_YH_HH.,1
47,2017-08-08T22:57:17.000Z,xdZHuFR4OLM,Grab Mod 5 18 0,Like and subscribe dont forget ! Cp/wa 081294357411.,1
48,2017-11-18T09:23:58.000Z,QDdVdXqZf5k,Mod Grab Driver Realbase Performa v5.27.2,Terima Kasih Sudah Menonton Link download mod : http://www90.zippyshare.com/v/uzwGRW5k/file.html Subscribe like dan share.,1
49,2017-10-20T02:46:46.000Z,6hGkofpsD44,Mod Grab Tester,"Mod Grab Tester,lagi nyoba Mod Grab Terbaru semoga gacoooorrrrrr.kalau abang mau yang lain bisa mampir ke sini http://bit.ly/2yo5Guw.",1
50,2017-12-16T14:52:53.000Z,ojXvr8ZpI5o,Grab Mod Driver •Baypass AR •,New version Grab 5.29.2 is available https://api.whatsapp.com/send?phone=60182265696 Whatapps now to get it mod #grabdriverkualalumpur ...,1
51,2017-11-29T09:09:41.000Z,3Ii3BhsvA_o,GRAB CAR HACK JOB MALAYSIA,"Malaysia Grabcar MOOD 100% softban , igrone hold AR!! https://api.whatsapp.com/send?phone=60182265696 Whatapps now to get it mod ...",1
52,2018-03-14T18:45:41.000Z,0AI5tJnXUK0,Tes mod grab,Cuma iseng aja..jangan diambil ati...,1
53,2017-11-09T11:46:06.000Z,j2Rmvlr0nD8,APK MOD GRAB PF 5.26.1,"Cuma iseng aja, cuma suka upload aja. Kalo ada yg mau ditanya, boleh coment. Salam Satu Aspal..",1
54,2017-12-15T16:59:15.000Z,YTSN__7so_M,MOD GRAB DRIVER VERSI 5.29.2 ALL IN 1 FIX BYPASS (LINK DI DESKRIPSI),"Buat temen2 yg mau nyoba bisa via email aja. Aplikasi y gratis & gak pake donate/donat ^_^ GRATIS, gua cuma minta tolong bantuan temen2 biat ngreview ...",1
55,2017-11-19T16:26:15.000Z,G0yN6MqSrCo,GM FAMILY MOD GRAB DRIVER 5.28.0,"Anti performa,Anti GAGU Gacor sepanjang aspal ---------------+++++++++----------------- http://upfile.mobi/wUOBpuKUSPM ---------------+++++++++----------------- Thx ...",1
56,2017-08-28T21:21:12.000Z,tL0fcgxLHAE,MOD Grab,Link MOD : https://drive.google.com/file/d/0B-pAKprIZJkbUmhUNXpRSHJfR0E/view.,1
57,2018-06-28T10:50:00.000Z,pMGEU1zDLQw,Mod grab PF 5.42.1,Cocok pake gak cocok buang No Zip... No pass Grab 5.42.1 http://zipansion.com/1qtKR Kunjung Facebook kami www.facebook.com/radjatube Salam 1 aspal.,1
58,2017-12-18T06:05:52.000Z,pEAt17eJMiM,link download mod grab V.5.29.2,"ketarangan mod grab 5.29.2 jangan terlalu sering melewatakan orderan yang masuk pada aplikasi, pihak grab haya bisa deteksi secara manual lewat history ...",1
59,2017-11-14T13:58:18.000Z,8OJOEr2_1qQ,Tes fake gps+mod grab,Fake gps sangat membantu pekerjaan driver online yg mau pake tinggal pake yg gak mau jangan ngebuli.,1
60,2018-01-31T01:06:21.000Z,QcdEDMRxKdc,LATEST GRAB MOD 5.31.4,For = -Singapore -Malaysia -Philiphine -Thailand -Bypass AR -Bypass root -Bypass xposed -Bypass Fake Gps -Bypass tracking from GC -Easy ping -No softban ...,1
61,2017-10-14T21:40:10.000Z,-937QVm2XRM,"5.25.0 Grab Mod Version ,, Tired work Hard ?? Anggoro MOD is the solution",For = -Singapore -Malaysia -Philiphine -Thailand -Bypass AR -Bypass root -Bypass xposed -Bypass Fake Gps -Bypass tracking from GC -Easy ping -No softban ...,1
62,2017-07-05T16:20:56.000Z,EgJFHzNh-t4,Ready mod grab 5.19,Minat hubungi saya via tele 089514944559 support grabnow Tahan performa.,1
63,2017-10-31T15:59:52.000Z,RJ813G1BTdk,MOD Grab 5.26 AntiPerfoma,Yang pentiing semangaaaat. Jangaan malees. :-),1
64,2017-11-30T17:27:44.000Z,CRt15OcBolk,MOD GRAB 5.29.0,https://www.mediafire.com/file/9theoint4wkg9ev/5_6120552177481023511.apk Link nya di atas silahkan sedot.,1
65,2018-06-10T22:52:39.000Z,MmO057ylCsE,OPEN 10 SLOT GOJEK/GRAB MOD ONLINE,"Komentar dibawah untuk link tele, No tanya2 rasakan dan nikmati hasilnya Fitur : No detek Bypass Full No Modul No delay Realbase Fake tuyul TJK wajib 5380 ...",1
66,2017-08-08T21:43:26.000Z,a23wyev1Zxw,Grab Mod 5 17 0,Like and subscribe dont forget ! Cp/wa 081294357411.,1
67,2017-11-11T10:11:45.000Z,2R9MntLONjE,Mod Grab 527,"Selamat datang di channel YouTube saya. Jangan lupa like, share, comment dan subscribe yaa ;) Find me on : https://www.instagram.com/sergiherdianto_ I ...",1
68,2017-12-15T15:51:41.000Z,pEpRl6qSs7U,Mod Grab Driver v.5.29.2  Full bypass,Linknya ada di bawah Cara donwloadnya https://youtu.be/pEAt17eJMiM Cara instal https://youtu.be/ec457JRhiGI https://youtu.be/DPYuihv3rSg ketarangan mod ...,1
69,2017-04-28T14:08:27.000Z,WOorM7z-7Ck,GRAB Mod AutoMental,Buat nahan persentase penerimaan. order cukup dilihat saja. di detik terakhir otomatis mental.,1
70,2017-08-08T21:41:05.000Z,3R0TCN-tgIc,GRAB MOD 5 16 0,Like and subscribe dont forget ! Cp/wa 081294357411.,1
71,2017-11-06T08:26:46.000Z,bLlI8XLuma0,RfMod Grab 527,"RfMod Grab 527 ini sangat mantap nih bang,gacor banget.",1
72,2017-08-08T22:44:55.000Z,DvNKNJgfVsA,Grab Mod 5 17 0 2,Like and subscribe dont forget ! Cp/wa 081294357411.,1
73,2017-06-19T10:32:17.000Z,v8EDRrNM_9A,READY MOD GRAB 5.18,Anti PF Minat hubungi 089514944559 Aplikasi dikirim via telegram.,1
74,2017-11-19T14:41:27.000Z,y6vJxLeZgHk,Grab Gm Family,"Grab GM Famaly,slah satu mod grab andalan abang abang pejuang Ojek Online.silahkan di cek bang http://bit.ly/2zTxxp0.",1
75,2017-09-05T06:59:41.000Z,CZXmh4D2T4k,Bypass Syimlink Server (Grab Config),Official : https://forum.surabayablackhat.org/d/162-bypass-syimlink-server-grab-config Fanspage : https://facebook.com/jxc.id Facebook ...,1
76,2017-10-18T23:02:50.000Z,XCej7sFpqHg,DRIVER GRAB / GOJEK FULL ORDER ( NO TUYUL / NO ROOT / ORIGINAL APP ) Part 1,"cara agar aplikasi driver online menjadi gacor, dan melubernya orderan. https://www.youtube.com/channel/UCsKE-DjMPqw7hVoKVohvVfA.",1
77,2017-12-13T17:47:10.000Z,WQNmjfNURKQ,Fake GPS Driver Online Go-Jek/Grab(edit GPS advance),"Fake GPS driver online Support Android OS 6.0 - 7.1.2 NOUGAT Link di akhir video : ""Catat link,kemudian copy kan ke address bar browser dengan ...",1
78,2017-11-05T05:00:14.000Z,pmYohqInkn8,FAKE GPS PRO for Gojek Grab Uber Premium | EP ANDROID,"Download app bottom for donate please like comment n subscribe aplikasi fake location premium / fake gps aplikasi tuyul untuk gojek, uber, grab . untuk ...",1
79,2018-01-06T14:38:37.000Z,GOvgmKW74dQ,GRAB DRIVER DAN XPOSED,Link lagi on proses. Link mirror for download simple Cek this blog. Download http://brisktopia.com/BTh8 link { http://brisktopia.com/AXnt } link ...,1
80,2017-12-17T20:35:57.000Z,kRD3lIyoNGk,TUTOR PF Grab Driver 5.29.2,No Comment... Like&Suscribe! Thx.,1
81,2018-02-14T13:07:27.000Z,CN-l-LCDFBM,CARA-CARA DOWNLOAD APPS GRAB DRIVER,Link utk install aplikasi Grab Driver ANDROID https://play.google.com/store/apps/details?id=com.grabtaxi.driver2 iPhone iOS - http://partners.grab.com/ios/latest/,1
82,2018-02-24T14:30:10.000Z,zfoIZA_gDsY,Tutorial On How To Use The Grab Driver App For iOS,This is a basic tutorial on how to use the Grab Driver app for iOS Apple devices. Thank you so much for watching!,1
83,2018-04-03T13:36:40.000Z,_IcQkbDyljI,"How to fix your Grab App, Android users only,","Pag di umobra, Grab system na may problem,",1
84,2017-12-24T04:08:31.000Z,0i0uvwYMOyI,TUTORIAL TOP UP GRAB DRIVE VERSION 5.30.1,SALAM SATU ASPAL Tutorial ini membantu para DRIVER GRAB ataupun GOJEK melakukan topup sampai mendapatkan orderan. karena saya juga sebagai ...,1
85,2015-09-02T18:48:50.000Z,5b6DQw-9Y7Y,HDSD Grab Driver,This video is about HDSD Grab Driver.,1
86,2017-07-12T10:59:22.000Z,x5tnol7ZEqM,Review GRAB EXPRESS Metro Manila Delivery within 1 hour,Hi. My name is Praise and welcome to my channel. Here is my review of Grab Express when I utilized this service in my online business . I love to eat and to try ...,1
87,2018-04-24T16:33:22.000Z,xD3YY8ruWxk,Grab Sanctions Drivers for Excessive Cancellations,Ride-sharing app Grab announced it is sanctioning nearly 500 drivers in the Philippines who cancelled at least 10 percent of their rides over the last week.,1
88,2018-04-23T12:56:45.000Z,sFZPxOmqIYA,Grab sanctions nearly 500 drivers for excessive ride cancellation,"Grab says it sanctioned nearly 500 drivers last week, following an internal probe into mounting complaints of cancelled ride bookings. Full story: ...",1
89,2018-03-13T10:57:34.000Z,QEI5HP3YFOc,Grab driver's windscreen vandalised,GEORGE TOWN: A ride-hailing Uber female driver suffered a rude awakening after her windscreen was smashed by a motorcyclist with a rock here on March 8.,1
90,2017-07-05T11:30:42.000Z,nvfVvTpnte8,"How to install Uber, Grab app on BlackBerry 10 devices?",1. 2. Play services Patcher 3. Google Play Services 8.4.89-cobalt-Build5.,1
91,2018-05-28T06:12:40.000Z,qn56yW4GC0w,FEMALE GRAB DRIVER QUITS CORPORATE JOB,"FEMALE GRAB DRIVER QUITS CORPORATE JOB Meet Pia, a former BPO employee who quit her safe and secure job to venture into the world of being a Grab ...",1
92,2018-05-08T16:18:13.000Z,VLuH_TvKO1k,Grab Phillpines to fine rider cancellations,Soon riders will have to pay Grab Philippines for cancelling bookings.,1
93,2018-05-04T09:02:22.000Z,ORFzv3uiCyU,MANILA BEST GRAB DRIVER!,I've used Grab so many times but i've never come across a driver as lit as this Kuya!,1
94,2018-05-05T11:30:31.000Z,R3X-xnbsqpA,Uncle driver last day as Uber/Grab driver (Funny),Please share and like our videos. Visit our FB at: https://www.facebook.com/singaporeincidents/,1
95,2018-04-25T05:36:14.000Z,eBL91PoRfU8,Grab drivers won't see rider destination starting April 27,"To address mounting complaints, Grab Philippines said its drivers will no longer see the destination of their passengers before accepting bookings starting ...",1
96,2018-04-18T07:35:36.000Z,zkzn3YwLRKs,"HAPPENING NOW: April 18, 2018 | Grab Philippines Holds A Press Briefing",Grab Philippines holds a press briefing. www.cnn.ph. Courtesy CNN Philippines.,1
97,2018-04-22T01:01:48.000Z,nE5QV8AjzgU,LTFRB ORDERS GRAB PHILS TO EXPLAIN P2 MINUTE TRAVEL CHARGE   Motoring News,"Grab Philippines has been under fire for allegedly charging their customers for the travel duration, which is not included in the December 2016 order regulated ...",1
98,2018-04-09T12:23:20.000Z,u3q4FfnBdd8,"Following Singapore, Philippines regulator forces Grab to delay closing Uber’s app | by Duterte Lat","Following Singapore, Philippines regulator forces Grab to delay closing Uber's app | by Duterte Latest News. ▻ Grab has given the Uber app a stay of execution ...",1
99,2018-03-28T09:20:20.000Z,dSbU8CbSCeY,Hack grabcar malaysia all location,Boleh pm number tel dibawah.,1
100,2018-03-30T14:28:22.000Z,9sHChhcXHbM,Mod GrabBike V5.35.4 Terbaru 30-Maret-2018. By Durex Team.,Chat Via Telegram User Name = @X3MHUMAN.,1
101,2018-03-28T14:47:12.000Z,PumWPM6elj4,WD2249A Blasting Horn Road Rage at Platinum Suites KLCC GRAB,GRAB DRIVER BLASTING HORN ROAD RAGE AT KLCC.,1
102,2018-03-24T14:25:33.000Z,sOUcADYzpQ8,JADI GRAB OJEK ONLINE - MOTOVLOG INDONESIA,Vlog kali ini ngebahas pengalaman gue sebagai grab driver. Hmmm ternyata seru juga! Instagram: @BangYopiMotovlog Helm: KBC Glove: Furygan Jacques ...,1
103,2018-03-07T00:11:00.000Z,Wt4p8kevAWg,SETING MAP GOJEK/GRAB/UBER,Cara seting map gojek/grab/uber agar tidak jalan muter2 and masuk ke tol.,1
104,2018-03-13T08:22:37.000Z,g7QOKS0OoHk,"How to make GPS not bad || for driver Go-Jek, grab, Uber","Kali ini gua akan bagi pengalaman dan biar GPS kalian tidak kemana"" Like, subscribe , and share video ini Semoga bermanfaat dan salam MOTOJEK STAY ...",1
105,2018-02-18T03:17:06.000Z,uq7HADS6u0Y,"To be/ existing Grab taxi / pte drivers must know, whether Grab deflate your profit?","即将或现成Grab德士或私人司机您必须知道, Grab会削低德士/私人司机的利润吗? To be/ existing Grab taxi / pte drivers must know, whether Grab deflate your ...",1
106,2018-02-09T02:00:01.000Z,Xs65UnUkrec,TenkiuFaCai with Grab,"Sometimes, the best greeting is the simplest one. No need for pow-der-ful, flowery language. #keepitsimple #tenkiufacai Click http://grb.to/TenKiuFaCai for more ...",1
107,2018-01-24T10:33:54.000Z,PE4lnlJUBoI,HOW TO SETUP NAVIGATION PROVIDER ON GRAB DRIVER APP,This video will show you how to setup navigation provider like Waze or Google maps on Grab Driver App by using your smartphone.. Its very easy.. Thank you ...,1
108,2018-01-30T08:07:13.000Z,Ygtdj3bTC5s,GRAB EXPERIENCE (1st Time),Kudos to GRAB! Thank you for your assistance.. My family experienced convenience sa pag commute. The rating I gave is for the Grab driver I booked at that ...,1
109,2018-01-24T02:32:09.000Z,ydpcVaro4_M,GRAB DRIVER SHARE 02,Sila lihat panduan pemandu yang telah diberikan oleh admin ubergrab melalui whassup. Khas untuk pemandu berdaftar sahaja. Tq Daftar ubergrab online ...,1
110,2017-12-09T23:16:21.000Z,JJPgDq-2Uz8,CARA REPORT/FEEDBACK RIDER GRAB,Sila lihat panduan pemandu yang telah diberikan oleh admin ubergrab melalui whassup. Khas untuk pemandu berdaftar sahaja. Tq Daftar ubergrab online ...,1
111,2017-12-12T00:45:12.000Z,5gRFR7pGxTg,MOD ANTI GAGU GRABBIKE FREE,LINK MOD GRATIS DI BAWAH INI : https://drive.google.com/file/d/18FysncNkRsGRumXoS37hVzIA9fHX9kt0/view?usp=sharing.,1
112,2017-12-13T16:25:04.000Z,JeI9dGpXNYw,GRAB DRIVER MALAYSiA,Malaysia GRAB.,1
113,2017-12-11T05:01:54.000Z,ABupeY2pFhw,UPDATE TERBARU APPS GRABCAR. WEEKLY STATEMENT,Sila lihat panduan pemandu yang telah diberikan oleh admin ubergrab melalui whassup. Khas untuk pemandu berdaftar sahaja. Tq Daftar ubergrab online ...,1
114,2017-11-22T09:55:41.000Z,NFHi29HGxqI,Tuyul UBER/GOJEK/GRAB XSPOSED MODULE,"1. Hp sudah Terinstal XPOSED 2. Buka XPOSED dan lanjutkan ke Menu download, Cari (FAKE MY GPS) silakan Unduh terlebih dahulu Dan Install 3.",1
115,2017-11-30T10:29:10.000Z,cZxgK-S2_zM,"5 Tips when riding taxi, uber, or Grab after watching this driver",What can you say about the service of this uber taxi driver? Read more here: http://www.thetrendingfacts.com/2017/11/will-you-follow-these-5-safety-tips.html ...,1
116,2017-11-12T12:40:49.000Z,SHtHp2LLVmk,Hack GrabCar Apk 2017 Work 1000%,Hack Grab Apk 2017 Di Jamin Gacorr Dan Tarif Tinggi. Links: Bagi Yang Minat SUBSCRIBE 1000 Link Di Bagikan. Salam Grab Car.,1
117,2017-11-17T19:25:13.000Z,shmRNzk3nJM,ganti backround jd transparan grab driver,bacground.,1
118,2017-11-08T22:55:53.000Z,tfsOmApyS8s,GRABCAR WALLET NEW UPDATE (NOV 2017),Sila lihat panduan pemandu yang telah diberikan oleh admin ubergrab melalui whassup. Khas untuk pemandu berdaftar sahaja. Tq Daftar ubergrab online ...,1
119,2017-11-11T12:31:54.000Z,bqHmjT3u244,"Setting Hp Xiaomi GOJEK,GRAB, UBER tetap stand by",Video ini berisi tentang cara setting hp xiaomi agar aplikasi ojek online tetap berjalan dan stand by saat kita memainkan aplikasi lainnya.,1
120,2017-11-10T11:18:53.000Z,3joYM0W46OY,A Day in the Life of a Grab Driver,"Driving the online ride-hailing industry one passenger at a time, Grab Driver Azwar Mubarok gives us access to his daily routine.",1
121,2017-11-03T05:09:12.000Z,Cftlak-YAWs,"Grab More, Get More!","Redeem your Grab rides worth up to RM15! Just Grab more, and you'll earn more GrabRewards points. #RollingInIt #TeamGrabLebih #GrabRewards.",1
122,2017-09-26T09:59:39.000Z,YIrmGO2aD_M,GrabCar driver leaves passenger in car with engine running and blocks other vehicles,Stomper Shah felt compelled to give a GrabCar driver a 1-star rating after he suddenly parked the car in front of a carpark exit and left Shah there for three to five ...,1
123,2017-09-17T01:53:08.000Z,L3DZiH4MUPE,UBER / GRAB DRIVER PROBLEMS,"Guy! Uber/Grab driver ka ba? 'Di din ganon kadali no? Samahan niyo ko, alamin natin mga problema at experiences ng ilang mga drivers. Basta tandaan ...",1
124,2017-09-19T09:25:08.000Z,Br_wwdba1dg,Driver grab stres..,Dibuat dengan Sing! Karaoke di Smule - https://www.smule.com.,1
