,EN_published_at,EN_video_id,EN_title,EN_description
45,2018-06-25T08:22:19.000Z,j39MS7sGNSc,"""Grab The Mouse"" Shimeji's Funniest Moments","We were just hanging out and up really late, messing around with the Shimeji's and the most funniest of things happened in this video! LMFAO We thought of ..."
46,2010-09-14T07:08:59.000Z,duw67qqefAI,Mac OSX Tutorial: Screen Capturing With Grab,http://www.smartertutorials.com Grab is an application that allows you to take pictures of your computer's screen. It comes free with Apple Macintosh Computers ...
47,2008-12-01T20:03:31.000Z,uJr3UaAQOVE,AC/DC-Smash n' Grab+Lyrics,"aus dem aktuellen ""Black Ice"" Album!!! *lyrics* Come on and blow your mind Oh, youre out of time Ooh, beat your chest Join in like all the rest Ooh, shoveem ..."
48,2017-11-08T09:52:49.000Z,t-kB00qMBrI,Delivery Boy Job - GRAB Rider - Video Job Description,"To Apply, give a Missed Call on 08039118134. (Please add Zero before the number) OR use the Application Links below: Mumbai: https://goo.gl/UEQQdN ..."
49,2017-02-14T22:00:02.000Z,Eca1peC7OHc,Grab that Grotto 5,"You know wherever you find love, it feels like Christmas Editor: Holy Mackerel The Third https://www.youtube.com/channel/UCWQfOwdO0OfuKTb6p4-P1Ag ..."
50,2016-08-10T06:51:23.000Z,CEC91RUooEU,"Use Grab Bali, Not Taxis | Cheapest Airport Transfer, Better Than Uber, Private Driver","If you're looking for the best and cheapest way to travel in style during your stay on Bali, look no further than your phone and the app Grab. I've been a huge fan ..."
51,2015-06-21T02:44:23.000Z,wyEEvnZw3Z8,Mall Grab - Can't (Get U Outta My Mind),Forthcoming Church https://soundcloud.com/mallgrab/cant-get-u-outta-my-mind https://www.facebook.com/stillmallgrab https://soundcloud.com/mallgrab ...
52,2018-05-23T13:15:24.000Z,qYCGroZxJtU,PJ Masks Romeo's Grab Attack Steals Lunch Money,Just Play sent us the new PJ Masks Romeo's Lab playset to test. In our PJ Masks episodes today Romeo starts using the PJ Masks Lab Grab to steal all kinds of ...
53,2017-02-15T20:43:33.000Z,gPHs1L7AuQk,Jowst - Grab The Moment (Official Audio) Norway 2017,"JOWST will be compete in the Grand Final of the Melodi Grand Prix 2017, Norway. All songs in competion (Running Order) - Ammunition – Wrecking crew ..."
54,2017-10-14T05:49:58.000Z,hl1y41LVEnY,"Grab Medan | Cheapest Airport Transfer, Better Than Taxis & Uber","If you're looking for the most convenient and cheapest way to move about in Medan, look no further than your phone and the app Grab. Medan is a fabulous city ..."
55,2016-06-09T12:19:36.000Z,SiFXcwfacaI,how to defend leg grab in fight,"how to defend leg grab in fight Subscribe for more videos, click here: https://www.youtube.com/user/138mws Why not become a long distance student and be ..."
56,2018-06-27T14:13:37.000Z,XFUSdzGkdOM,"Pitiful for a small baby monkey Ollie, Why kidnapper grab Ollie like this? Don't do like this on it!","Pitiful for a small baby monkey Ollie, Why kidnapper grab Ollie like this? Don't do like this on it! Pitiful baby monkey, Why kidnapper do like this on small baby ..."
57,2015-03-10T21:00:00.000Z,LxlmbI-V0Og,Nerd³ FW - Grab Them By The Eyes,Sign Fightin'! Game Link: http://terrycavanaghgames.com/grabthembytheeyes/ End theme by the incredible Dan Bull: http://www.youtube.com/user/douglby All ...
58,2017-07-03T15:00:08.000Z,UHO1Cvqp-Fo,DOES THIS ARM LOOK NORMAL TO YOU? | Grab The Bottle,Also that baby's got a serious drinking problem... Subscribe Today! ▻ http://bit.ly/Markiplier Grab The Bottle ...
59,2018-06-26T12:14:18.000Z,xxyOSbeeJr8,"Grab's passenger wait time solution? Add more cars on the road, says Cu",Video and editing by RYAN LEAGOGO/INQUIRER.net.
60,2014-06-03T12:38:33.000Z,fymn_pdIXW8,Kafka Band - Grab/Hrob/The Grave,Lyrics: Franz Kafka (Das Schloss -- The Castle / Zámek) Music: Kafka Band Album: Das Schloss http://www.supraphonline.cz/album/62443-das-schloss ...
61,2007-01-23T05:18:02.000Z,lhfjzmPrJ-g,Tupac -Grab The Mic,Old school Hip-Hop themed song & video featuring Rakim and Tupac. By Praylu Productions.
62,2014-08-25T19:31:44.000Z,_eEMDfUwS3o,Smash and Grab,A bumper short for Adult Swim by Marc M. www.SickAnimation.com.
63,2016-07-28T18:04:26.000Z,MWoPYICAbw4,Mall Grab Boiler Room Paris DJ set,Australian sample-house champion Mall Grab makes his debut on our screens in Paris. ▻ Subscribe to our YT channel: http://blrrm.tv/YT.
64,2018-06-25T18:45:02.000Z,5Cgt_7QTiNA,COMO HACER SUPERMAN GRAB CON EL SKATEBOARD,"Video de skate progression donde intentaré aprender el truco de skate ""SUPERMAN GRAB"" un truco que encontré ayer por youtube y me gusto mucho."
65,2017-05-11T20:13:36.000Z,e22HgB_pHxo,JOWST - Grab The Moment (Norway) LIVE at the second Semi-Final,"JOWST represented Norway at the 2017 Eurovision Song Contest in Kyiv with the song Grab The Moment. If you want to know more about JOWST, visit ..."
66,2018-02-27T19:19:39.000Z,hm6COzCAQhg,Loods & Mall Grab - Love Is Real,https://soundcloud.com/steelcitydancediscs http://www.shallnotfade.co.uk/album/loods-mall-grab-love-is-real Deep & LoFi House for June 2018: ...
67,2016-09-16T23:00:01.000Z,TZl890jSvQI,Dragonball Z Abridged MUSIC: GRAB A BOWL - (A Dragon Soul Song Parody Remix) - Team Four Star,Please support the official release! ➤http://bit.ly/TFSFuniStore Dragon Soul is all well and good...but remember that little ditty Goku sang in DBZA Episode 52?
68,2010-04-09T05:20:11.000Z,juS9dgfNKxw,Ice Climbers Chain Grab Tutorial,"I put a lot of work into this, and of course the countless hours practicing as the Ice Climbers. Thank you all for the inspiration. THE MUSIC IS OPEN YOUR ..."
69,2018-05-11T10:04:17.000Z,HkJLMHDqxUY,Mall Grab b2b Denis Sulta b2b Mella Dee @ AMP Lost & Found Festival 2018 (BE-AT.TV),"Huge b2b session with Mall Grab, Denis Sulta and Mella Dee - full DJ set recorded LIVE at AMP Lost & Found Festival 2018 in Malta. -- Subscribe to our channel ..."
70,2018-04-11T21:00:00.000Z,NIMKmOxrmbI,Grab CEO Anthony Tan on pitching to Softbank and a potential IPO | CNBC Conversation,Anthony Tan reflects on the lessons in leadership he has learned and the potential for his company to go public. Subscribe to CNBC Life: http://cnb.cx/2wAkfMv ...
71,2016-10-14T13:00:02.000Z,RTxQn6S4BKI,will.i.am ft Apl.de.ap and Liane V - GRAB'm by the PU$$Y (Official Music Video),Subscribe now: https://www.youtube.com/c/funnyordie?sub_confirmation=1 will.i.am channels the 2016 election as Mc Donald T. Rump in his newest track ...
72,2018-06-25T20:12:30.000Z,IYEXHKCmdNY,HOW TO DO EVERY GRAB IN STEEP! - STEEP Tutorial,HEY PEEPS! Bringing you a steep tutorial video that shows you how to do every grab in the game! Hopefully this video helped you guys out!
73,2011-11-15T14:11:10.000Z,9MILC3nop0c,Loctite Power Grab,http://www.askthebuilder.com/Loctite_Power_Grab.shtml founder Tim Carter demonstrates a clear adhesive that's good for some exterior and many interior ...
74,2017-04-24T11:58:12.000Z,21EsG0dV4gA,The Black Angels - Grab as Much (as You Can),"Death Song (2017) I do not own this song, nor do I intend to break any copyrights. If you want this material to be deleted, please notify me."
75,2013-08-06T22:16:17.000Z,KtgPvf2Ngvk,Hundreds Grab The Sunset Live,
76,2018-06-26T19:00:01.000Z,4MUmTayngk8,How Are That Babies Arms So Long...... Grab The Bottle!!!! : Part 1 | Cheap Nintendo Games,Hey guys and welcome to part 1 of Grab the Bottle!!!! This game is exremely weird but alot of fun if your into puzzle games like this one!!!!! I hope you ...
77,2015-09-30T01:36:28.000Z,yU6WC4dpaHM,Grab That Auto 5,Clones of clones of clones of clones Connect with me! http://www.twitter.com/jerma985 http://www.twitch.tv/jerma985 ...
78,2018-03-29T04:37:20.000Z,wFCDid1uvEU,Grab and Uber Merger: What Really Happened,LEAKED video of Grab and Uber merger discussions #GrabUber Watch our other MOF vids! ➤ http://bit.ly/JoinTheMinistry Remember to SUBSCRIBE AND HIT ...
79,2017-05-13T20:31:46.000Z,U-Bk0PCotY0,JOWST - Grab The Moment (Norway) LIVE at the Grand Final of the 2017 Eurovision Song Contest,"JOWST represented Norway at the 2017 Eurovision Song Contest in Kyiv with the song Grab The Moment. If you want to know more about JOWST, visit ..."
80,2017-02-24T20:26:17.000Z,I4fCXVfbOjQ,JOWST - Grab The Moment (Lyric Video),www.JOWSTmusic.com Spotify: https://goo.gl/TmSEKD Facebook: https://goo.gl/iUUasn Vocals: Aleksander Walmann Copyright: Three15 Records Produced ...
81,2016-06-13T22:58:56.000Z,5Sa20gEeaNo,"Everyone vs. Uber | Jean Liu President, Didi and Anthony Tan CEO, Grab | Code Conference 2016",Didi Chuxing President Jean Liu and Grab Group CEO Anthony Tan talk with The Verge's Walt Mossberg and Recode's Kara Swisher about operating ...
82,2018-04-02T17:00:10.000Z,YvEGAcgpwqQ,Grab Your Partner | Kevin Hart: What The Fit | Laugh Out Loud Network,"To Kevin Hart, they're not partner push-ups—they're human coffee tables. Enjoy Kevin's clever naming conventions, and break a sweat while you're at it with this ..."
83,2017-05-06T22:05:31.000Z,0Q-WLEezcBQ,Stolniygrad  - Grab the axe (english subtitles),reupload from europeanunity565 because the video was forbiden in several countries.
84,2014-06-21T15:40:54.000Z,B7abZQVXVNs,Grab This Thing (Pt 1 & 2) - The Mar-Keys (1965)  (HD Quality),"""Grab This Thing (Pt 1 & 2)"" - The Mar-Keys (1965) Popcorn classic! No copyright infringement intended. Only for amusement purposes."
85,2017-03-29T10:48:06.000Z,5XFX3LCBCMY,London: ON AIR at fabric: Mall Grab,Rising house star Mall Grab played to a packed fabriclondon room 1 at London: ON AIR on Air Max Day. Subscribe to RA's YouTube channel: ...
86,2018-06-26T14:35:14.000Z,jzRi826dit4,***PLEASE ALL GRAB THIS LATEST NEWS - SORRY IT WAS DELAYED***,CONNECT / CONTACT WITH ETNM: Hope Gypsy Community Email us at – endtimesnewsministry@hotmail.com End Times News Ministry: any clips used in our ...
87,2007-08-16T02:01:50.000Z,sVBGfNl6YVM,Chthonic - Live - 05 - Grab The Soul To Hell,"Taken from Chthonic's - 'A Decade On The Throne' DVD (10th Anniversary Concert, Huashan Culture Park, Taipei, Taiwan. February 3rd, 2006)"
88,2017-01-01T22:30:25.000Z,XaJyZ7lmHiM,Marth's Grab Range,fuck.
89,2015-11-20T13:38:43.000Z,xjOfp0abxMc,HOW TO 360 ON SKIS | MUTE GRAB,This is a sample from our second spinning video from our full tutorials at: https://stompittutorials.com/intermediate You will learn step by step how to do your first ...
90,2018-06-11T19:24:28.000Z,DaY6KCAP53Q,Got a Flight? Grab a Bite!,Got a connecting flight and need to grab a bite? Our game show host will show you egg-zactly how to order food on the fly!
91,2008-06-08T00:44:48.000Z,qpoIlj0G90I,Grab The Gauge - Three 6 Mafia,dope.
92,2015-06-28T22:02:12.000Z,gq9fGwJ_HQE,mall grab - can't (get u outta my mind),https://soundcloud.com/mallgrab.
93,2017-12-14T23:51:17.000Z,DL8UDmRWAzc,"Timbaland, 6LACK - Grab The Wheel",Timbaland x 6lack perform the new single “Grab The Wheel” GTW - http://smarturl.it/GrabtheWheel Follow Timbaland http://www.timbalandmusic.com/ ...
94,2016-01-26T18:26:47.000Z,yoN6yD3ME_Y,Mall Grab - Can't,CHURCHM001.
95,2016-11-03T20:00:00.000Z,GZc8tBtIDhI,Grab US by the Pussy (Official) | NEO MAGAZIN ROYALE mit Jan Böhmermann - ZDFneo,Amerika hat uns Deutschen so oft aus der Scheiße geholfen. Jetzt ist es für uns an der Zeit dem großartigsten Land der Welt etwas zurückzugeben - eine ...
96,2014-01-16T15:32:36.000Z,jBJ_jGZNyps,"Disclosure - ""Grab Her"" (Official Video)",If you thought your boss sucked... Buy the 'Settle' Special Edition here: http://po.st/SettleSEytd Click here now to subscribe to THUMP: ...
97,2013-07-28T20:33:38.000Z,r8x5es9Y8tk,Beyond Scared Straight Grab The Comb,"Beyond Scared Straight Season 4 Episode 6 - St. Clair County, IL."
98,2016-10-25T20:07:44.000Z,V6JzrHHLM-4,FDIC 2017 Residential Primary Search: Making the Grab,"When Things Go Bad Inc, Brothers in Battle and Rogue Fire LLC have teamed up for the newest HOT class for FDIC-Residential Primary Search: Making the ..."
99,2007-07-07T14:25:14.000Z,nL61zNEmqZY,Triple 6 Mafia-Grab the Gauge,grab da gauge n den erase grab da gauge n den erase ride up on da scene lookin fur sum niggaz in da front page.
100,2018-06-25T22:05:44.000Z,ls-b2Cg-xKQ,Grab-And-Ride Lime Bikes Popping Up Across Yonkers,Brightly colored bikes anyone can pick up and drop off anywhere are popping up all over Yonkers. CBS2's Elise Finch reports.
101,2017-06-14T22:27:28.000Z,gMbIiVIblIE,Grab It Commercial As Seen On TV,"Buy direct from As Seen On TV, Inc. - http://nwez.co/q3r0 Grab It grabs where you can't and the locking ratcheting action locks onto the item and holds on tight ..."
102,2016-10-08T19:14:17.000Z,73n5zeMjrGM,AotCR Banshee Grab Tutorial,Original video by Rockslider: https://www.youtube.com/watch?v=_nRg6wDxyx0&feature=youtu.be Showing how to do the relatively new method for this trick.
103,2016-01-13T15:17:15.000Z,K-NoeBxoqh8,Zephyr - Grab The Wall,Download Link ♫ ➥ http://bit.ly/1RDEZIv Follow our IG: http://instagram.com/trapnation ♫ Support Trap Nation ♫ ♢http://soundcloud.com/alltrapnation ...
104,2017-03-30T14:42:58.000Z,rQpEAUmd4Go,The Big GRAB,"GRAB, or Galactic Radiation and Background Satellite was the world's first intelligence satellite, designed to collect Soviet air defense radar signals. Watch this ..."
105,2016-09-28T16:47:31.000Z,GeyBWk_zPOA,Mall Grab - Mountain (With Yaeji),Yaeji: https://soundcloud.com/kraejiyaeji https://www.facebook.com/kraejiyaeji https://www.instagram.com/kraejiyaeji/ _ Mall Grab!
106,2015-07-06T20:34:20.000Z,MaHDYuPX7gY,Steve Johnson   Installing a Grab Bar SD,Home Freedom grab bar installation video. Grab bar mounted on tile shower wall.
107,2016-10-08T18:11:42.000Z,tl5HJBnPitU,Trump Caught on Hot Mic Saying 'Grab Them by the P*ssy',"Breaking news: Donald Trump is a misogynistic scumbag. Also, the sky is blue. On Friday, the Washington Post published a 2005 recording in which the ..."
108,2009-10-15T17:04:16.000Z,r1cSk_Z8TjM,Sum 41- Grab the devil by the Horns and Fuck him up the Ass,Grab the devil by the Horns and Fuck him up the Ass by sum 41.
109,2012-08-17T15:20:50.000Z,ZGvcsD9pXXw,How to Get Out of a Single Lapel Grab | Jiu Jitsu,"Watch more Brazilian Jiu Jitsu videos: http://www.howcast.com/videos/503533-How-to-Get-Out-of-a-Single-Lapel-Grab-Jiu-Jitsu So, You grab by your lapel here, ..."
110,2011-04-10T18:30:34.000Z,cYzMDCQPxL4,Sum 41 - Grab The Devil By The Horns,Sum 41 - Grab The Devil By The Horns I don't own this song and have no rights of it.
111,2015-11-01T21:27:54.000Z,8_xLni68vps,Mall Grab - Orange County,https://shallnotfade.bandcamp.com/album/alone-ep https://www.facebook.com/stillmallgrab https://soundcloud.com/mallgrab ...
112,2013-01-06T09:28:40.000Z,XTF9VY7mTM4,Man has 156 seconds to grab free stuff,https://goo.gl/1SAfPR - The all new TV Firestick with voice control remote. Stream your fav shows. This lucky man had 156 seconds to pick up whatever he ...
113,2013-11-09T17:01:35.000Z,kolxSFJmSvY,How To Defend Against A Throat Grab,You broke my abs! Sensei Nigel Lee demonstrates how to defend against a grab to the throat with a simple strike to the elbow. For any suggestions or questions ...
114,2017-08-14T03:10:08.000Z,j68j5XgBS1g,How to Use GRAB via ShopBack 🚘,Get P5 Cashback from your GrabCar and GrabShare rides! Here's a quick video on how to book your ride #TheSmarterWay with ShopBack! Try it out here: ...
115,2011-02-17T07:47:34.000Z,4H3Ht8dawqw,WWE NXT: Rookie Challenge: Smash and Grab,WWE NXT: Rookie Challenge: Smash and Grab More WWE - http://www.wwe.com/
116,2018-03-02T06:25:45.000Z,rHW4mJNAmqg,Loods & Mall Grab - Sweetness,Novaj 新し Sensations & feelings pre-order it http://www.shallnotfade.co.uk/album/loods-mall-grab-love-is-real Follow Mall Grab https://soundcloud.com/mallgrab ...
117,2006-08-27T19:57:34.000Z,j8USt5SGA20,Female Allstars - Grab That Mic,
118,2009-02-11T03:23:54.000Z,MdLj5A4tN6M,2Pac - Grab The Mic (Unreleased),2Pac - Grab The Mic aka Starin' Through My Rearview Pt. 2 (Unreleased)
119,2018-01-30T04:08:50.000Z,M-TgkGRNz_0,Understand more and improve your English pronunciation with the BREAK& GRAB METHOD,"Do you know what Active Listening is? I will show you how you can use Active Listening and my ""BREAK & GRAB"" method to improve your ability to listen and to ..."
120,2016-10-10T14:21:20.000Z,1jp-PK1TihE,GRAB 'EM BY THE P***Y! (Censored) 😻 Randy Rainbow Song Parody,1.6 MILLION VIEWS ON FACEBOOK!!! Get Official Randy Rainbow T-shirts and other fun merch here: http://randyrainbow.spreadshirt.com LIKE Randy on ...
121,2018-06-24T03:16:38.000Z,Zzvn5Jmrl_M,La Stella dives into the stands to make a great grab,Tommy La Stella goes head first into the stands to make an outstanding catch against the Reds in Cincinnati About Major League Baseball: Major League ...
122,2007-12-04T08:01:59.000Z,ml9ZB98EfzY,Ric Ocasek - Something To grab For,"From Ric Ocasek's solo debut Beatitude, sadly this song and video have long since been forgotten over the years."
