,published_at,video_id,title,description,relevance
10,2018-07-05T09:36:14.000Z,A75XqJBlDxA,"Singapore Watchdog Says Grab-Uber Deal Hurts Competition, Proposes Fines | News Today | 07/05/2...","Singapore Watchdog Says Grab-Uber Deal Hurts Competition, Proposes Fines | News Today | 07/05/2... Singapore's anti-trust body proposed fines on Grab and ...",1
11,2018-07-05T09:47:23.000Z,Jy8MuLOerQY,"Singapore Watchdog Says Grab-Uber Deal Hurts Competition, Proposes Fines | News Today | 07/05/2...","Singapore Watchdog Says Grab-Uber Deal Hurts Competition, Proposes Fines | News Today | 07/05/2... Singapore's anti-trust body proposed fines on Grab and ...",1
12,2018-07-09T10:47:14.000Z,eJD_ex4Xc7s,NEM’s LoyalCoin Joins Hands With Grab Philippines to Push Blockchain Adoption,NEM's LoyalCoin Joins Hands With Grab Philippines to Push Blockchain Adoption Peer-to-peer cryptocurrency and blockchain platform NEM said that its ...,1
13,2018-06-12T06:16:18.000Z,--DxZ7TspR4,KILALANIN ANG GRAB DRIVER NA HINANGAAN NG NETIZENS,The latest news from one of the most trusted news networks in the Philippines.,1
14,2018-06-13T03:36:19.000Z,Gvjm6oN9-iQ,Toyota investing $1 billion in Asian ride-share firm Grab,"We live in interesting times. Eaglenews.PH is the official digital news platform of Eagle Broadcasting Corporation, the headquarters of which is in Quezon City, ...",1
15,2018-06-12T06:16:18.000Z,--DxZ7TspR4,KILALANIN ANG GRAB DRIVER NA HINANGAAN NG NETIZENS,The latest news from one of the most trusted news networks in the Philippines.,1
16,2018-06-13T03:36:19.000Z,Gvjm6oN9-iQ,Toyota investing $1 billion in Asian ride-share firm Grab,"We live in interesting times. Eaglenews.PH is the official digital news platform of Eagle Broadcasting Corporation, the headquarters of which is in Quezon City, ...",1
17,2018-06-12T06:28:57.000Z,PUK5E-YL7bk,DRIVER GRAB BAGI-BAGI TAKJIL DI KOTA KEDIRI,Driver grab bagi-bagi takjil di kota kediri pada hari sabtu 9 juni 2018 di salah satu jalan di kota kediri ikuti juga IG grab kediri ...,1
18,2018-06-13T15:37:31.000Z,-DdGyKaZs_E,Grab croot family,Driver grab.,1
19,2018-06-11T20:02:02.000Z,FspPGPbnTBI,005-Return of GRAB Car,"After 5 weeks of driving, its time to return it.",1
20,2018-06-12T05:22:40.000Z,_ETs_5YjIck,Viral Driver Grab Online Di Keroyok Di Bandara,Drever grab aceh di pukuli oleh oknum taksi bandara. Luar biasa perlakuan taksi bandara. Padahal banyak dari mereka juga memakai aplikasi grab untuk cari ...,1
21,2018-06-12T16:02:05.000Z,Q0DLrtjYhyU,Bule from BALI work as GRAB driver,Bule work as grab driver in bali... You wanna know more about it.. Feel free to check more video and subscribe.,1
22,2018-06-26T12:04:44.000Z,93Gmc2e7w30,Grab Taxi Online Taxi Service WordPress Theme        Theobald Kingsle,More features and experiences are in : https://fxtheme.com/item/grab-taxi-online-taxi-service/20263738 ...,1
23,2018-06-13T09:07:59.000Z,BdIJ8gwzXpg,Toyota just sunk another $1 billion into Asian ride-sharing giant Grab,Toyota just sunk another $1 billion into Asian ride-sharing giant Grab Business Insider/Jonathan Loh Toyota is investing a further $1 billion in ride-sharing giant ...,1
24,2018-05-29T11:17:37.000Z,xDV4wewICL8,"P80-P125 na minimum fare ng Grab, sinita ng LTFRB",Subscribe to the GMA News and Public Affairs channel: https://www.youtube.com/user/gmanews Visit the GMA News and Public Affairs Portal: ...,1
25,2018-06-08T21:00:02.000Z,ANVh3hH4WZc,Amari Always Grab Fruit From Baby Lori When Someone Give Lori| Amari Never Feed Food To Lori At All,Amari Always Grab Fruit From Baby Lori When Someone Give Lori| Amari Never Feed Food To Lori At All ...,1
26,2018-05-24T00:09:36.000Z,-nBBg8SGpuE,Korean Girl vs Sabahan(Malaysia) ??? Grab Car,Like and Subscribe.,1
27,2018-05-25T11:58:16.000Z,QyldJoYmQDY,"Muling pagpapatupad ng P2-per-minute charge, hiniling ng Grab","Muling pagpapatupad ng P2-per-minute charge, hiniling ng Grab For more news, visit: ▻http://news.ptv.ph Subscribe to our DailyMotion Channel: ...",1
28,2018-05-20T10:43:30.000Z,5PpoThNwLjE,UBER/GRAB BE LIKE IN THE PHILIPPINES,"No copyrights intended, video belongs to the owner. Amaze lang ako sa kanila at gusto ko e share. Kung sino man mga drivers nito palakpakan po sa inyo.",1
29,2018-04-27T18:48:40.000Z,wNrSeM5TvjM,Grab Philippines imposes masking of destination to drivers,Grab Philippines drivers can no longer see the destination of their passengers before accepting the ride-booking transactions effective on Friday. Joan Nano will ...,1
30,2018-05-08T16:52:07.000Z,V4232ifVIV0,Grab PH to launch various service improvements in next 100 days,Grab Philippines is set to launch various schemes to improve their services to their passengers in the next one hundred days. This aims to address the problems ...,1
31,2018-04-13T00:55:52.000Z,FXkCw0mlmGE,"Panayam kay Brian Cu, country manager, Grab Philippines","Unang Balita is the news segment of GMA Network's daily morning program, Unang Hirit. It's anchored by Rhea Santos and Arnold Clavio, and airs on GMA-7 ...",1
32,2018-04-17T08:41:00.000Z,PEbFzykwKbM,"Grab drivers, Nograles face off at LTFRB hearing on ‘hidden charge’","Grab drivers, Nograles face off at LTFRB hearing on 'hidden charge' Grab drivers on Tuesday expressed their anger at PBA party-list Representative Jericho ...",1
33,2018-03-01T07:25:02.000Z,bhVlM4F47ys,COLOR-CODED PLATES PARA SA UBER AT GRAB,The latest news from one of the most trusted news networks in the Philippines.,1
34,2018-03-03T21:18:49.000Z,MQUJoP48prg,KEREN DRIVER GRAB NYANYI LAGU CIPTAANNYA SENDIRI(TERIMA KASIH JAKARTA),Driver grab menyayikan lagu karya ciptaannya sendiri bentuk apresiasi terhadap ibu kota Jakarta yang telah menghidupinya.,1
35,2018-01-30T10:11:16.000Z,q7_1r13y9ic,Grab PH 'surprised' with 45K TNVS cap set by LTFRB,Video and editing by Noy Morcoso.,1
36,2018-01-31T17:46:17.000Z,t_HIs8CmjPc,PROSES TRAINING ONLINE GRAB OJEG ONLINE,PROSES TRAINING ONLINE GRAB OJEG ONLINE.,1
37,2018-02-10T11:23:28.000Z,ZcJAnaAgtjI,SUCCES STORY GRAB INDONESIA -RHENALD KASALI,SUCCES STORY GRAB INDONESIA -RHENALD KASALI SUBSCRIBE & COMMENT.,1
38,2018-01-21T05:45:40.000Z,UWcQHxnsPDA,PESAN GRAB BIKE TAPI MALAH AJAK MAKAN JAJAN ABANG GRAB #deeway channel,kali ini saya bikin video pesan grab bike dan ajak makan abang grabnya.,1
39,2017-12-16T22:14:37.000Z,u0rtHICG2JE,TUTORIAL AGAR APLIKASI DRIVER GRAB GOJEK TIDAK GAGU ANYEP SEPI ORDERAN,Cuma sedikit share Subcribe akun Youtube saya free GiveAway untuk subcriber beruntung... Jika saya mencapai 200 subcriber maka saya akan membagikan ...,1
40,2017-12-25T18:14:35.000Z,o8Zg25-9Ydc,NP1 UBER GRAB,"SLUG: UBER GRAB DURATION: 00:01:44 ==VT INSERT== PENGANGKUTAN AWAM ALTERNATIF, UBER DAN GRABCAR MENJADI PILIHAN MASYARAKAT ...",1
41,2017-11-23T10:17:37.000Z,dNrwNynjP5w,LIPUTAN DEMO OJOL # GOJEK # GRAB # UBER # 23 November 2017,ISTANA NEGARA.,1
42,2017-11-06T16:00:32.000Z,76UyaRHifYs,Prime suspect tagged in murder of Grab driver,Authorities have identified the prime suspect in the killing of a Grab driver last month. Police say the suspect has a standing arrest warrant for murder.,1
43,2017-11-08T06:40:24.000Z,6JwBZKrCS4g,Suspect in killing of model Grab driver surrenders to police,The suspected killer of model Grab driver Gerardo Maquidato Jr. surrenders to the police. FULL STORY: ...,1
44,2017-10-21T21:14:03.000Z,R_AMmzCC4cE,Sharon’s reveal: Will Alisah or Grace grab Sharon’s final spot? | Judges’ Houses | The X Factor 2017,Visit the official site: http://itv.com/xfactor Emotions are running high for Alisah and Grace as they face Sharon to find out who has bagged that final place at Live ...,1
45,2017-10-12T02:37:32.000Z,Mhb0yR-Ecno,Grab Driver : Insentif Garansi Jam Sibuk,"Grab tawarkan driver Insentif Garansi Jam Sibuk, terbagi menjadi Garansi Jam Sibuk Pagi, Siang dan Sore-Malam. Manfaatkan Garansi Jam Sibuk untuk ...",1
46,2017-10-13T10:29:33.000Z,6CAE7jIX3UM,CARA GRAB TRANSFER KE CIMB,Video ini berisi tentang cara transfer dari aplikasi grab driver ke rekening cimb niaga.,1
47,2017-09-29T18:00:01.000Z,W8fAOEps_bs,Grab My Big Fat D | Jason Farone,Watch The Show ➙ https://youtu.be/3SMMgqPpvuY Jason After Dark premiered yesterday. We had so much fun! 2nd CHANNEL ...,1
48,2017-10-05T06:32:27.000Z,AeSsZ929saI,Uber-Accountant and Grab-Tax Consultant @ TaxMapping.com (Apps),"Even if you have little Knowhow in Taxation, Don't Worry because ETM will Train you to be a highly sought and paid Tax Bookkeeper, Letter of Authority ...",1
49,2017-10-07T09:34:53.000Z,PYhCRSem1zA,CARA GRAB DRIVER PINDAHKAN GRABPAY KE SALDO KREDIT,GRAB DRIVER.,1
50,2017-09-30T14:14:57.000Z,dcxAO5uXp8k,Reunion W/ College Besties & We Interviewed A Grab Driver | HOW TO BE A GRAB DRIVER | The Glam Owl,"Hi everyone, I am so happy you came across my channel! Here's another video for you! I hope you like & enjoy! Thank you so much for watching! :D Like my FB ...",1
51,2017-09-07T15:36:55.000Z,OelBgliP0sw,Grab Bike Syariah,Grab Bike Syariah asli Palembang Mano nih para ukhti. Insya Allah sholeh galo nah. Anti gengsi menjemput rezeki. . #AdminSoleha Sahabat Terkini ...,1
52,2017-08-03T16:08:08.000Z,mW6Ea_gd6lI,"PAG PERA ANG GALAWAN, WALA TALAGANG ALAM, JAMES DEAKIN NG UBER-GRAB SINUPALPAL MGA SENADOR!","PAG PERA ANG GALAWAN, WALA TALAGANG ALAM, REP NG UBER GRAB SINUPALPAL MGA SENADOR!Share Like and Subscribe for some more up to ...",1
53,2017-08-02T17:33:53.000Z,Ew8X2UQHy0A,"Grab open to minimum hours for drivers, cap on units","Grab is open to imposing minimum working hours on its drivers and putting a cap on the number of active units, the head of the ride-sharing company's ...",1
54,2017-08-03T10:16:21.000Z,phNBOvWxzT4,"SENATE HEARING AUGUST 3, 2017 | LIVE: on the LTFRB-TNVS | UBER / GRAB | SEN. GRACE POE","SENATE HEARING AUGUST 3, 2017 | LIVE: on the LTFRB-TNVS | UBER / GRAB | SEN. GRACE POE Senate Of The Philippines News Philippines Government ...",1
55,2017-08-15T04:08:02.000Z,2uLeZqmwzJM,Exclusive Tesco 5x e-ClubCard for Grab Drivers,This tutorial video is specially created for Grab Malaysia Drivers who are entitled to GrabAllStars Rewards Platform on how to redeem their exclusive reward: ...,1
56,2017-08-04T15:57:10.000Z,-G107C8jS8s,Senate Hearing: James Deakin on LTFRB Issues vs Grab & Uber (Reaction Vlog),"So much conversation going on between the Senate, LTFRB, UBER and GRAB but no one seems to be listening to the commuting public who takes advantage ...",1
57,2017-08-03T13:00:28.000Z,JpqqX5TDaS0,"DOTr asks if Grab, Uber hired PR firm, trolls","'The LTFRB had been bashed, maligned. Did any of the two hire ad agencies using minions and all the other to bash the LTFRB?' DOTr Assistant Secretary for ...",1
58,2017-08-02T00:50:07.000Z,gQq4PQikTXg,"DZMM TeleRadyo: Uber, Grab can't bend regulations 'too far,' gov't says","Regulators will not “bend too far” to accommodate Uber and Grab, which must submit themselves to transportation laws, a government spokesperson said ...",1
59,2017-07-26T09:03:26.000Z,ldaJCYMeJlo,"LTFRB's Lizada says Grab, Uber riders are only a minority of the riding public",Land Transportation Franchising and Regulatory Board (LTFRB) board member Aileen Lizada says the 300000 trips a day that transport network companies ...,1
60,2017-07-03T16:00:02.000Z,ExHRh4cxEPE,OUR CRAZIEST GRAB TAXI RIDE EVER IN SINGAPORE,Seriously almost died... wish I vlogged it better! Haha enjoy this vlog from a month ago! :D What's your craziest Uber/Taxi story? Let me know in the comments ...,1
61,2017-07-12T10:36:04.000Z,cHZE5xZbYc4,"QRT: Panayam kay Brian Cu, country head, Grab Philippines","Quick Response Team (QRT) is a daily newscast anchored by Jiggy Manicad that takes viewers to the scene of a breaking news story. It airs Monday to Friday, ...",1
62,2017-06-17T06:00:39.000Z,-IE87ibpe8o,"How to install Uber, Grab app on BlackBerry 10 devices?",1. http://shink.in/KScD0 2. Play services Patcher http://shink.in/7t4BA 3. Google Play Services 8.4.89-cobalt-Build5 http://shink.in/6YWDS.,1
63,2017-06-22T08:37:10.000Z,oBPWje2o7x4,"Russia, US and EU racing to grab share of Latin American military equipment market","Russia, US and EU racing to grab share of Latin American military equipment market LE BOURGET : Russia, the US and Europe have been fiercely pursuing ...",1
64,2017-05-18T11:36:03.000Z,FtwX4QTaVtY,"QRT: Panayam kay Brian Cu, country head, Grab Philippines",Subscribe to the GMA News and Public Affairs channel: https://www.youtube.com/user/gmanews Visit the GMA News and Public Affairs Portal: ...,1
65,2017-05-18T11:36:03.000Z,FtwX4QTaVtY,"QRT: Panayam kay Brian Cu, country head, Grab Philippines",Subscribe to the GMA News and Public Affairs channel: https://www.youtube.com/user/gmanews Visit the GMA News and Public Affairs Portal: ...,1
66,2017-04-30T16:07:15.000Z,5OyDIJYlnOo,Blind Grab Drivers (Rant/Vlog),Fan Page: https://www.facebook.com/ltherael Instagram: @ltherael.,1
67,2017-04-28T09:09:15.000Z,LMlU6QAc0m4,"TEKSI, UBER DAN GRAB: PEMANDU BEKERJA SENDIRI MILIKI INSURANS BERMULA 2018 [28 APR 2017]","Pemandu teksi termasuk Uber dan Grab yang bekerja sendiri akan dilidungi insurans. Timbalan Menteri Sumber Manusia, Datuk Seri Ismail Abdul Muttalib ...",1
68,2017-04-12T11:44:53.000Z,tnsSUQ6WJa8,Daftar grab bike,Test Safety riding grab bike.,1
69,2017-04-04T13:03:27.000Z,NyQul7arjJQ,"TIPS AMAN !!! NAIK OJEK ONLINE UBER,GRAB,GOJEK",Video ini memberi Tips/ Tutorial Naik ojek online secara aman buat penumpang dan driver.. bila kalian suka sama video ini Jangan Lupa *LIKE *SHARE ...,1
70,2017-03-08T16:10:21.000Z,BB0Gy7XQAWA,DETIK-DETIK EVAKUASI DRIVER GRAB YANG DITABRAK ANGKOT DI TANGCITY,DETIK-DETIK EVAKUASI DRIVER GRAB YANG DITABRAK ANGKOT DI TANGCITY.,1
71,2017-03-08T19:01:49.000Z,CWxNtzlJevI,DRIVER GRAB VS SOPIR ANGKOT,"Jangan lupa di KLIK * SUBSCRIBE, * Share, * Like dan * Unlike bagi yang tidak menyukai videonya.",1
72,2017-03-08T12:15:36.000Z,XbxTvIrEM-Q,Grab Taxi Ride Independence Palace To Binh Thanh District,I had to walk a bit away from the Independence Palace since it was way too busy to take my Grab Bike Taxi from there. Read all about our time in Saigon on our ...,1
73,2017-03-07T00:42:41.000Z,4qWgKXLhzOg,[Black Desert Online] Lacari - 5 Mile Grab,lol.,1
74,2017-02-13T09:26:53.000Z,vinDzVWs1MA,"Taxi drivers told to blame ministers for Uber, Grab",Small and Medium Scale Entrepreneurs Association of Malaysia (Ikhlas) president Mohd Ridzuan Abdullah wants taxi drivers to hold ministers accountable for ...,1
75,2017-01-28T14:10:31.000Z,pKl9xho3Tb4,Online Crop: Grab 5 Challenge (Crafty Meggy),"Happy Saturday, Maven's!! This is Megan and I have a fun challenge for you today. I hope you're enjoying the weekend challenges so far!! Make sure to come ...",1
76,2016-12-08T00:46:25.000Z,4YkA1nXfSHg,Get Ready To Grab it Daddy - (SSSU Windwaker Part 1),This is the first part to me trying to playthrough this classic game's HD Rendition! The Legend Of Zelda: The Wind Waker!!! Choosing the name Daddy was a ...,1
77,2016-11-15T09:41:55.000Z,oSWifTsPYIA,UBER & GRAB CAR- UNDANG-UNDANG BAHARU PERLU - LIOW TIONG LAI [15 NOV 2016],Satu undang-undang baharu berkaitan perkhidmatan E-HAILING bagi Uber dan Grab Car perlu diperkenalkan bagi mengawal selia perkhidmatan tersebut.,1
78,2016-11-14T08:33:41.000Z,G5mMg77pOcc,Tes Safety Riding Grab Bike,"Tes Pendaftaran Grab Bike seorang Rider wajib mengikuti tes safety riding ini, untuk pendaftaran di Taman Wiladatika Bogor. Syarat pendaftaran : Ktp,Sim ...",1
79,2016-11-17T16:17:56.000Z,JyVbz4rb_wI,Cancer Weekly Love Tarot Reading GRAB IT 21 - 27 November 2016 by Ivana Tarot,GET YOUR PRIVATE READING TODAY! If you are interested in a private reading you can contact me on my email: ivanatarot@hotmail.com or send me a ...,1
80,2016-10-25T18:59:30.000Z,an_T85eiMqM,COVER CINTA TERAKHIR GIGI (DRIVER GRAB BIKE SUARA EMAS),SEORANG DRIVER GRAB BIKE BERSUARA EMAS COVER LAGU GIGI BAND BERJUDUL CINTA TERAKHIR.,1
81,2016-10-21T02:59:40.000Z,u8SJyu1g2_k,How Pole Grab attachment operates on an excavator,http://www.southsideenterprises.com.au/,1
82,2016-10-06T17:06:01.000Z,r8mkHyygtpk,Safety riding grab oktober 2016,Ini buat para calon grab mau liat situasi medan ges riding.,1
83,2016-09-26T10:18:22.000Z,6JgTOqOwf6A,"Over 100 taxi drivers seek Najib's help to ban Uber, Grab",Over 100 taxi drivers gathered in front of the Prime Minister's Office (PMO) today to demand for Prime Minister Najib Abdul Razak to outlaw ride-sharing services ...,1
84,2016-09-27T12:09:04.000Z,1d37Gq_cSVA,Money Talks: Grab’s driverless taxi service,"It seems like every week driverless cars are making advances. This week, southeast Asia's biggest ride hailing app ""Grab"" has teamed up with a Singapore ...",1
85,2016-09-23T10:02:41.000Z,7Ic56ISRZMs,video grab bike terbaru,Video Grab bike terbaru 2016 (bukan punya saya ),1
86,2016-09-13T03:22:39.000Z,SNfGo8aUz3k,Grab-N-Gabs story elf,this was much fun Credit: Hallmark BTW totally made the thumbnail in 10 seconds.,1
87,2016-08-13T14:55:37.000Z,sXsnLDlajD8,"Liow: Taxis, Uber, Grab car drivers soon operate under same environment",Transport Minister Datuk Seri Liow Tiong Lai says Uber and Grab car drivers will soon need to have a driver's card registered under the Road Transport Act in ...,1
88,2016-08-10T07:24:01.000Z,UpSB5EP6yDU,DET@SEA: Gutierrez charges in for an outstanding grab,Franklin Gutierrez hustles forward and slides to make an excellent catch on Justin Upton's shallow fly ball in the 3rd Check out http://m.mlb.com/video for our full ...,1
89,2014-07-30T07:06:43.000Z,WOGb2KOAHSg,"ENB-RPGs: Valkyrie Profile Silmeria - 04 - Story Time, C'mon Grab Your Friends",Valkyrie Profile 2: Silmeria with EpicNameBro Very plot-heavy episode this time... the first real dungeon begins next time! And we meet an old friend... Thumbnail ...,1
90,2014-07-08T11:15:54.000Z,gkFVK0F6zDo,Grab Taxi Application: Safe Ride with Grabtaxi,"Our client GrabTaxi was featured on Matichon TV on the topic of ""Safe Ride with GrabTaxi"". The application is available on iOS, Android, BlackBerry, and ...",1
91,2014-07-10T16:36:34.000Z,TnUM42zzgQg,Inventive chimps use nearby objects to grab food,Full story: http://www.newscientist.com/article/dn25875 Variations in chimpanzee intelligence have been shown for the first time to be strongly dictated by genetic ...,1
92,2014-07-15T17:56:19.000Z,zNbNpm1Hfy8,Heartwarming story of a rescued poodle - grab a tissue,This poor little guy was abandoned and left to his own devices for a year before the folks at #HopeforPawsCalifornia came to his rescue please share and ...,1
93,2014-07-13T17:06:57.000Z,cW7zD3i0-jc,Lansing Michigan Car Rental Coupons | Grab Now,http://Car4Rent.net Lansing Michigan Car Rental Coupons Whenever You Are Searching Lansing Michigan Car Rental Coupons This Is The Place To Go To.,1
94,2014-07-06T20:27:05.000Z,VMTipTAGAF0,Newark New Jersey Car Rental | Grab Right Here,http://Car4Rent.net Newark New Jersey Car Rental When You're Looking Newark New Jersey Car Rental This Is The Website To Enter. Press upon The ...,1
95,2014-07-07T14:59:32.000Z,KScIbtOXV2w,Spokane Washington Car Rental | Grab Here,http://Car4Rent.net Spokane Washington Car Rental When You Are Looking Spokane Washington Car Rental This Is The Website To Go. Click On The Address ...,1
96,2014-06-10T17:57:31.000Z,Vo5-Kp6luOk,Bike Grab In Australia,"Yet another happy customer of our Australian Distributor, for more info on the bike grab check out www.on-bike.com.",1
97,2014-06-13T00:00:03.000Z,YA-JkE7-ZOQ,FS 270 KICKFLIP Grab Sunnyvale Hip!!! Big Air Don't Care: The Nate Linford Story :),Nate Linford shows the transition who's boss with this 15secs of pure ripping! Alley Oop 270 kickflips are the kinda trick reserved for a precious few.,1
98,2014-06-15T00:23:58.000Z,Bci2iJYqfP0,"COL@SF: Adrianza makes leaping grab, turns two","6/14/14: Ehire Adrianza jumps to catch a line drive off the bat of Charlie Blackmon, then flips the ball to second to double off DJ LeMahieu Check out ...",1
99,2014-06-02T17:00:07.000Z,Fp7_uSRUsZg,Copyblogger: How to grab story and blog ideas from Cosmo,"Learn more about this session: http://goo.gl/WUcNRk -- Organizational writers: Stuck for ideas for what to write about? Sonia Simone, co-founder of Copyblogger ...",1
100,2014-06-09T11:51:04.000Z,B1sQMnhU4R8,Nykaa Coupons : Grab maximum Cashback via CashKaro.com,Signup Here to Get Rs.50 Joining Bonus: https://cashkaro.com/r=487276 Visit Nykaa: http://cashkaro.com/stores/nykaa?r=487276 Heya Guys!! This is Saar.,1
101,2014-06-10T10:57:59.000Z,Fw5-j2a7YaU,Booking.com Coupons: Grab maximum Cashback via CashKaro.com,Hello this is Piyush from CashKaro.com . CashKaro.com is Indias largest cashback and coupon website. Our goal is to help our members save on their regular ...,1
102,2014-06-04T03:27:03.000Z,4euBRqCc3sM,Team Grab A Gyal PROMO VIDEO FOR Spring Bash Part 2 Day Rave Edition,Doors Open at 4PM FIRST: 50 LADIES 5$ GUYS: 10$ HOSTED BY : NotNice (YE) indiana milan Chris (Gyaliskident) Leeky (Gyaliskident) MUSIC BY: Djrich ...,1
103,2014-06-01T06:41:20.000Z,9cZsrhthPZo,Pirillo Vlog 764 - Diana Wants to Grab Nuts,Become a patron for bonuses ASAP: http://ChrisPirillo.com/ My Geek-Only Channel: http://youtube.com/GeekLifestyles http://twitter.com/ChrisPirillo ...,1
104,2014-05-21T03:02:17.000Z,TTWWxDl1rkc,BAL@PIT: Schoop leaps for a terrific grab on Walker,5/20/14: Jonathan Schoop makes a spectacular jumping catch at second base on a liner off the bat of Neil Walker in the 8th inning Check out ...,1
105,2014-05-30T09:11:08.000Z,vnn6mzWpOJM,Temple Run 2 for Android - Grab the Golden Idol and run - Download Video Previews,"download.cnet.com/Temple-Run-2/3000-2099_4-75848720.html With over 170 million downloads, Temple Run redefined mobile gaming. Now get more of the ...",1
106,2014-05-27T10:38:54.000Z,VSwdmThzOhE,Murky Octo-Grab - Heroes of the Storm Alpha,Murky Octo-Grab Skill from the Heroes of the Storm Alpha. Visit StormCraft.com for more information.,1
107,2014-04-28T20:34:09.000Z,G_uHYuqv_yw,Trials Fusion Park and Ride Bring Out the Blimp Challenge - grab the blimp,This video will show you how to grab hold of the moving blimp to gain the 'bring out the blimp' challenge on the park and ride map on trials fusion.,1
108,2014-04-27T11:03:03.000Z,D2Bq8ax4KDk,Obama and the Human issues up for grab in Malaysia,"Human rights, racial tolerance, political accountability and free speech issues are up for grab in Malaysia.",1
109,2014-04-03T21:35:45.000Z,TFrcHM-0cMU,The Big Grab: Coca-Cola's Equity Compensation Plan - webcast replay,"The Big Grab: Coca-Cola's Equity Compensation Plan - webcast replay Wintergreen Advisers, LLC, which on behalf of its clients beneficially owns over 2.5 ...",1
110,2014-04-04T06:57:50.000Z,OUvD_eUydr4,150 Years of Experience for Hosting Providers to Grab,"In hosting, licensing and compliance are crucial. But how do service providers make their way through the maze of compliance rules? Pim Bultman, Insight's ...",1
111,2014-03-25T23:31:39.000Z,ENf6zxUDGxo,Project M :: Dash Dancing & JC Grab Tutorial :: Road to Competitive :: Phuriate,A little tutorial showing you the benefits to Dash Dancing and JC Grabs. Any feedback is fantastic! I know the fox dash dance isn't perfect but it's pretty hard to ...,1
112,2014-02-21T19:35:12.000Z,4SyEIAqFKlU,skyward chasing E-Grab,droped flag at death. as fast as possible tracking was added to prevent the capture. ... and that very successful.,1
113,2014-02-18T07:00:09.000Z,07-Fuvv1Tis,SkullGirls: The Big Band Grab,So I was just fooling around with Cerebella when I discovered that something interesting happens when Cerebella grabs Big Band from Mid-Screen and then ...,1
114,2014-02-07T17:03:27.000Z,O7f5wnPBn14,"VIP land mafia: NewsX unearths VIP land grab, 468 government houses usurped by VIPs",Government properties worth Rs 1000 crore usurped. Government admits illegal occupants squatting on 468 governments owned homes. Governments admit ...,1
115,2014-01-13T04:45:36.000Z,o8-YQbgTAZ0,'The Grab - Mute' Home Shopping Making film,언제나 그렇지만 너무나도 즐거웠던 촬영이었습니다 함께해준 모든 스탭들께 감사드립니다 Film & Edit by Kyung-min Kang aka Ggang.,1
116,2013-12-11T09:10:36.000Z,bCbZfKIuavk,Dan-e-o feat. L.I.U. - Grab A Cloud (Live at #BIGTICKET),"Get Dan-e-o's ""Inevitable"" album here: URBNET (CD/Digital) | https://urbnet.bandcamp.com/album/inevitable iTunes/Apple Music ...",1
117,2013-11-22T19:13:46.000Z,ET3dk68nglE,Blardo with the Big Grab over Seattle Voodoo,"San Diego Streetgang vs Seattle Voodoo at the San Diego Slammer this past summer. Blardo makes a huge grab late in the game, and looks good doing it ...",1
